Auto Impedances,,,,,,Rail Access Impedances,,,,,,Air Access Impedances,,,,,,Bus Access Impedances,,,,
ZONE 1,ZONE 2,ZONE PAIR,Dist (mile),CongTT (min),,Zone,Station,ZoneSta,Dist (mile),Time (min),,Zone,Station,ZoneSta,Dist (mile),Time (min),,Zone,Station,ZoneSta,Dist (mile),Time (min)
101,102,101102,274.6955318,305.0939844,,101,WDL,101WDL,21.09029927,21.99172648,,101,MSN,101MSN,52.43718359,51.18403601,,101,WDL,101WDL,21.09029927,21.99172648
101,103,101103,339.469532,380.768347,,101,POG,101POG,26.88168112,30.10060187,,101,LSE,101LSE,90.40126743,91.16873378,,101,MSN,101MSN,50.49107584,52.7891119
101,104,101104,155.1499728,170.312162,,101,WSF,101WSF,51.49245195,50.58850625,,101,ATW,101ATW,119.0023085,121.6317807,,101,SMD,101SMD,57.99188315,59.02828067
101,105,101105,179.2535709,193.6258651,,101,MSN,101MSN,50.49107584,52.7891119,,101,MKE,101MKE,128.9729953,122.9593952,,101,TOH,101TOH,55.40861442,60.6374255
101,106,101106,83.33148442,97.13422131,,101,SMD,101SMD,57.99188315,59.02828067,,101,RFD,101RFD,134.4063085,126.3935885,,101,LSE,101LSE,92.29508972,93.28832053
101,107,101107,165.5648858,166.6312578,,101,CBS,101CBS,54.34016496,60.27617996,,101,EAU,101EAU,141.3921587,130.9622422,,101,LUW,101LUW,85.72512344,94.03850906
101,108,101108,84.20326111,87.94128972,,101,TOH,101TOH,55.40861442,60.6374255,,101,RST,101RST,158.1343044,149.3459985,,101,WKS,101WKS,110.1183462,103.5273171
101,109,101109,176.5966961,186.2001006,,101,BVD,101BVD,64.33533522,71.48371407,,101,GRB,101GRB,147.6513771,150.2988631,,101,MKE,101MKE,122.4605406,116.0037889
101,110,101110,239.1911846,253.6088739,,101,WPN,101WPN,64.7314818,71.91399905,,101,ORD,101ORD,185.5473085,173.5360456,,101,WIN,101WIN,116.2051075,116.1960561
101,111,101111,68.87685112,76.15152991,,101,JVL,101JVL,90.04756092,84.01701234,,101,MDW,101MDW,202.6831019,192.8805977,,101,MKA,101MKA,128.2885421,121.697513
101,112,101112,117.7460935,123.3213663,,101,FDL,101FDL,80.26424709,87.54846285,,101,MSP,101MSP,227.8711795,208.1236958,,101,ABB,101ABB,122.3595416,126.6919317
101,113,101113,153.5728521,163.3999875,,101,LSE,101LSE,92.29508972,93.28832053,,101,IMT,101IMT,249.5606538,252.256595,,101,WSJ,101WSJ,134.9277264,126.8477133
101,114,101114,299.8654619,323.6368171,,101,SVU,101SVU,100.2210613,95.11785813,,101,DLH,101DLH,302.3713614,295.1931515,,101,EUC,101EUC,138.7941039,127.8445766
101,115,101115,56.00122776,72.98722964,,101,SVP,101SVP,100.534899,95.4944633,,102,IMT,102IMT,37.18856866,37.63223772,,101,SHB,101SHB,119.2212735,128.1828945
101,116,101116,213.6202906,228.5133705,,101,OSH,101OSH,97.09809484,99.80982916,,102,GRB,102GRB,132.150292,132.9558694,,101,WIT,101WIT,136.0431261,132.5156996
101,117,101117,265.0008779,275.4984382,,101,BET,101BET,107.475455,100.4084215,,102,ATW,102ATW,159.9472234,160.734787,,101,CHP,101CHP,144.2040527,134.336515
101,118,101118,142.9673255,152.2420563,,101,OSU,101OSU,98.73314793,101.634588,,102,MKE,102MKE,255.2099102,243.9640742,,101,MTC,101MTC,133.1756572,145.9235368
101,119,101119,181.3773085,188.0078702,,101,WAU,101WAU,103.6626511,103.6159727,,102,MSN,102MSN,259.5843482,261.2981005,,101,SNY,101SNY,155.6336709,149.3721701
101,120,101120,121.7837117,126.9386395,,101,RCK,101RCK,123.7601255,115.5820055,,102,EAU,102EAU,262.9257562,268.0046264,,101,MNM,101MNM,161.5620958,149.3870784
101,121,101121,238.0719927,256.9057769,,101,MKE,101MKE,122.4605406,116.0037889,,102,DLH,102DLH,270.4498932,275.9054932,,101,RMN,101RMN,158.137579,151.3772791
101,122,101122,164.1857998,166.565262,,101,WIN,101WIN,116.2051075,116.1960561,,102,LSE,102LSE,310.1327993,312.5330573,,101,GBY,101GBY,149.932802,153.4043729
101,123,101123,80.90340517,86.76109478,,101,WSU,101WSU,126.5158386,116.8903419,,102,ORD,102ORD,330.2252234,315.055587,,101,BDU,101BDU,154.3274614,156.5797336
101,124,101124,262.905335,263.3630534,,101,MKA,101MKA,128.2885421,121.697513,,102,RFD,102RFD,325.3302234,325.6708727,,101,CCL,101CCL,184.755715,172.7444522
101,125,101125,126.318128,140.1767164,,101,APP,101APP,119.4753676,122.2676516,,102,MDW,102MDW,346.73643,334.4606349,,101,HDS,101HDS,199.2780611,179.7413655
101,126,101126,116.9983772,131.1893195,,101,ABB,101ABB,122.3595416,126.6919317,,102,MSP,102MSP,335.4487113,335.7302011,,101,LLD,101LLD,201.8472257,182.2389813
101,127,101127,108.146085,127.8838643,,101,WSJ,101WSJ,134.9277264,126.8477133,,102,RST,102RST,377.8658363,370.710322,,101,CHI,101CHI,199.1777462,187.6409042
101,128,101128,110.9490068,131.4434384,,101,EUC,101EUC,138.7941039,127.8445766,,103,IMT,103IMT,89.90887821,93.89644765,,101,MIU,101MIU,223.2482112,202.8112299
101,129,101129,105.1747603,124.8669872,,101,SHB,101SHB,119.2212735,128.1828945,,103,GRB,103GRB,196.9242922,201.7507444,,101,MSP,101MSP,222.6895676,203.9458282
101,130,101130,188.2023452,198.6519346,,101,WIT,101WIT,136.0431261,132.5156996,,103,ATW,103ATW,224.7212235,229.529662,,101,MNA,101MNA,227.3154207,206.8784394
101,131,101131,95.50042267,97.66467578,,101,CHP,101CHP,144.2040527,134.336515,,103,DLH,103DLH,258.7678934,266.4931319,,102,GBY,102GBY,128.5767299,129.2049948
101,132,101132,79.74540246,95.64481355,,101,SVT,101SVT,140.9047905,138.5462622,,103,MKE,103MKE,319.9839104,312.7589493,,102,BDU,102BDU,129.9630704,133.0750704
101,133,101133,169.7421077,193.3383978,,101,DPE,101DPE,142.7769696,145.0622407,,103,EAU,103EAU,307.2317564,319.2393924,,102,WIT,102WIT,158.5434058,162.1584785
101,134,101134,170.3417384,184.3317431,,101,MTC,101MTC,133.1756572,145.9235368,,103,MSN,103MSN,324.3583484,330.0929755,,102,MTC,102MTC,168.0865721,164.3057483
101,135,101135,110.2151635,124.0700507,,101,SNY,101SNY,155.6336709,149.3721701,,103,LSE,103LSE,362.0087994,372.4512232,,102,WSJ,102WSJ,173.3248054,176.9396855
101,136,101136,96.09042914,100.2088233,,101,MNM,101MNM,161.5620958,149.3870784,,103,ORD,103ORD,394.9992235,383.850462,,102,SHB,102SHB,192.5301884,186.5150879
101,137,101137,133.6206574,138.8911689,,101,RMN,101RMN,158.137579,151.3772791,,103,MSP,103MSP,375.8147115,386.1735671,,102,ABB,102ABB,206.9363733,210.7095369
101,138,101138,299.2360852,296.1027667,,101,GBY,101GBY,149.932802,153.4043729,,103,RFD,103RFD,390.1042235,394.4657477,,102,MKE,102MKE,248.2334555,236.4964679
101,139,101139,179.136276,201.9713998,,101,SHW,101SHW,152.001916,155.2566252,,103,MDW,103MDW,411.5104301,403.25551,,102,SNY,102SNY,234.534244,238.3074076
101,140,101140,168.4685816,173.0336506,,101,GLN,101GLN,187.3063085,177.9320456,,103,RST,103RST,415.4478364,428.4185814,,102,MKA,102MKA,255.5849897,244.1829248
101,141,101141,119.6131473,128.1369544,,101,RDW,101RDW,178.4703729,179.1982384,,104,RST,104RST,33.95633168,35.3205135,,102,WKS,102WKS,259.9211856,248.1003207
101,142,101142,225.26272,231.1780154,,101,OCO,101OCO,178.6928792,180.9451514,,104,LSE,104LSE,66.90085712,66.39608659,,102,WDL,102WDL,255.4532326,262.9803485
101,143,101143,80.81239416,91.18074443,,101,CHI,101CHI,199.1777462,187.6409042,,104,MSP,104MSP,114.7242068,116.6473043,,102,CHP,102CHP,260.1138622,264.6303536
101,144,101144,131.2776701,146.8829366,,101,MWI,101MWI,199.5053916,201.7576638,,104,EAU,104EAU,121.9307484,127.7217197,,102,MSN,102MSN,262.853456,265.2210298
101,145,101145,216.234789,229.7649325,,101,MSP,101MSP,222.6895676,203.9458282,,104,MSN,104MSN,195.2021563,177.4129859,,102,SMD,102SMD,264.105798,265.3716402
101,146,101146,49.27950018,58.01794021,,101,MSL,101MSL,227.1500907,207.1743091,,104,ATW,104ATW,224.2102812,220.5239566,,102,EUC,102EUC,269.3476358,275.7108819
101,147,101147,384.9903939,418.9591926,,101,SCD,101SCD,289.4493643,267.8212967,,104,RFD,104RFD,227.9932812,233.3901358,,102,TOH,102TOH,270.9103005,277.1630977
101,148,101148,244.0420138,248.2190667,,101,DUL,101DUL,296.7578374,288.8254004,,104,GRB,104GRB,245.2612126,245.5011833,,102,MNM,102MNM,282.0556276,283.4226721
101,149,101149,145.2282917,165.3697101,,101,DUU,101DUU,299.8886846,292.7554724,,104,MKE,104MKE,271.7379681,249.1883451,,102,HDS,102HDS,308.8785929,310.2032604
101,150,101150,176.7115174,181.5632742,,101,EMI,101EMI,289.4542784,292.8293082,,104,DLH,104DLH,276.7713886,260.8554484,,102,LLD,102LLD,311.4477575,312.7008762
101,151,101151,131.8379256,135.4539476,,101,LAN,101LAN,316.8271062,310.0512823,,104,ORD,104ORD,295.7862812,297.1845929,,102,CCL,102CCL,329.4336299,314.2639936
101,152,101152,221.7020654,221.3915925,,101,HKM,101HKM,325.072715,318.8434266,,104,MDW,104MDW,312.9220746,316.529145,,102,LSE,102LSE,312.0266215,314.652644
101,153,101153,127.5606369,133.7936408,,101,HGH,101HGH,325.6352743,319.4460436,,104,IMT,104IMT,349.7466265,351.0919891,,102,LUW,102LUW,312.9786553,316.0378845
101,154,101154,153.6946717,160.6883868,,101,MQT,101MQT,326.8568402,332.5242187,,105,MSP,105MSP,46.77160861,51.46095353,,102,MIU,102MIU,328.2807431,327.8117353
101,155,101155,193.8195739,203.2667173,,102,EMI,102EMI,32.10319327,32.81558726,,105,EAU,105EAU,64.48658778,61.35100906,,102,CHI,102CHI,343.1206611,328.4254456
101,156,101156,163.4558592,181.7039939,,102,MWI,102MWI,97.1081402,101.2514311,,105,RST,105RST,73.42350772,77.50004596,,102,MNA,102MNA,330.2684942,329.7994864
101,157,101157,212.3087765,213.8822519,,102,MQT,102MQT,99.75569162,103.0857853,,105,LSE,105LSE,107.2606965,107.9898824,,102,WIN,102WIN,320.0458074,331.3199606
101,158,101158,207.2356754,218.4695232,,102,OCO,102OCO,108.1676527,109.2743799,,105,DLH,105DLH,180.3557905,183.0257469,,102,MSP,102MSP,332.6743473,333.0407642
101,159,101159,58.8695347,69.29713339,,102,LAN,102LAN,120.5160211,121.5968211,,105,MSN,105MSN,212.2227545,197.2142224,,102,RMN,102RMN,377.8691109,372.7416026
101,160,101160,270.0339486,272.6875211,,102,GBY,102GBY,128.5767299,129.2049948,,105,ATW,105ATW,212.1478794,219.359032,,103,GBY,103GBY,193.35073,197.9998698
101,161,101161,133.0115255,142.8738535,,102,DPE,102DPE,132.1498845,132.593247,,105,GRB,105GRB,225.5728107,234.8045678,,103,BDU,103BDU,194.7370706,201.8699455
101,162,101162,155.3702871,167.0271466,,102,SHW,102SHW,133.7906158,137.7951243,,105,MKE,105MKE,288.7585662,268.9895816,,103,WIT,103WIT,220.7490411,229.0793887
101,163,101163,72.47788632,87.6007658,,102,HGH,102HGH,152.3412575,153.9994644,,105,RFD,105RFD,294.1918794,272.4237749,,103,WSJ,103WSJ,220.1388056,231.5642514
101,164,101164,125.4238199,129.6036411,,102,HKM,102HKM,154.0196299,156.0859654,,105,IMT,105IMT,290.0094659,290.8178914,,103,MTC,103MTC,232.8605723,233.1006234
101,165,101165,49.37016504,56.58842084,,102,APP,102APP,155.8091643,156.7257161,,105,ORD,105ORD,345.3328794,319.566232,,103,SHB,103SHB,257.3041885,255.3099629
101,166,101166,369.8861914,399.7939296,,102,WIT,102WIT,158.5434058,162.1584785,,105,MDW,105MDW,362.4686728,338.9107841,,103,ABB,103ABB,251.2423735,261.9443029
101,167,101167,113.1861718,136.0937998,,102,MTC,102MTC,168.0865721,164.3057483,,106,LSE,106LSE,7.903783002,9.047444282,,103,SNY,103SNY,278.8402441,289.5421736
101,168,101168,85.31238577,92.65186864,,102,WSJ,102WSJ,173.3248054,176.9396855,,106,RST,106RST,75.63682001,67.22470897,,103,MKE,103MKE,313.0074557,305.291343
101,169,101169,168.3674964,177.6542557,,102,OSU,102OSU,177.0433839,178.0513796,,106,EAU,106EAU,95.93026005,92.19450088,,103,MKA,103MKA,320.3589899,312.9777998
101,170,101170,338.2185388,332.8576515,,102,OSH,102OSH,180.6980097,181.5798355,,106,MSN,106MSN,123.383668,110.8875852,,103,CHP,103CHP,304.4198624,315.8651196
101,171,101171,266.6539003,282.6519195,,102,WAU,102WAU,180.617566,184.2062699,,106,MSP,106MSP,153.7606951,148.4481102,,103,WKS,103WKS,324.6951858,316.8951957
101,172,101172,49.36027599,54.42084301,,102,SHB,102SHB,192.5301884,186.5150879,,106,ATW,106ATW,152.3917929,153.9985559,,103,EUC,103EUC,313.6536359,326.9456478
101,173,101173,146.0549954,165.334183,,102,WSU,102WSU,183.0646933,186.8378569,,106,GRB,106GRB,173.4427242,178.9757826,,103,WDL,103WDL,320.2272327,331.7752236
101,174,101174,184.9723587,195.2058965,,102,FDL,102FDL,191.6842847,197.2466061,,106,MKE,106MKE,199.9194797,182.6629444,,103,MNM,103MNM,322.4216278,333.866038
101,175,101175,158.7090795,173.4574937,,102,SVU,102SVU,196.4349762,203.7249268,,106,RFD,106RFD,205.3527929,186.0971377,,103,MSN,103MSN,327.6274562,334.0159048
101,176,101176,86.85904364,99.29133237,,102,SVP,102SVP,196.8866329,203.9141148,,106,ORD,106ORD,256.4937929,233.2395948,,103,SMD,103SMD,328.8797982,334.1665153
101,177,101177,105.1742115,118.5004521,,102,WPN,102WPN,207.62705,208.1733245,,106,MDW,106MDW,273.6295863,252.5841469,,103,TOH,103TOH,322.7863006,337.0812636
101,178,101178,164.9896164,171.401878,,102,ABB,102ABB,206.9363733,210.7095369,,106,DLH,106DLH,256.9094627,256.4254101,,103,HDS,103HDS,349.2445931,360.6466264
101,179,101179,158.7703064,178.9389905,,102,BVD,102BVD,221.8861966,222.4213549,,106,IMT,106IMT,277.9281382,284.5665884,,103,LLD,103LLD,351.8137577,363.1442421
101,180,101180,44.89302014,53.81482417,,102,WSF,102WSF,231.3810799,235.571225,,107,EAU,107EAU,27.58666143,27.46758343,,103,LSE,103LSE,363.9026217,374.57081
101,181,101181,237.3746973,239.6201698,,102,CBS,102CBS,235.1823669,235.8487435,,107,MSP,107MSP,69.93868226,64.75952271,,103,LUW,103LUW,364.8546554,375.9560505
101,182,101182,214.5364161,238.4675571,,102,MKE,102MKE,248.2334555,236.4964679,,107,LSE,107LSE,107.8216184,106.0993889,,103,MIU,103MIU,368.6467432,378.2551012
101,183,101183,137.4468534,146.5510951,,102,SNY,102SNY,234.534244,238.3074076,,107,RST,107RST,114.6435814,115.8889061,,103,MNA,103MNA,370.6344943,380.2428523
101,184,101184,32.82364535,40.48397441,,102,MKA,102MKA,255.5849897,244.1829248,,107,DLH,107DLH,155.7534756,158.2728756,,103,WIN,103WIN,364.3518076,382.5547265
101,185,101185,302.1919688,338.8748444,,102,POG,102POG,248.4038507,249.1755658,,107,MSN,107MSN,198.5340694,172.6736704,,103,CCL,103CCL,394.2076301,383.0588686
101,186,101186,125.0159533,143.822804,,102,SVT,102SVT,274.2607054,261.4651802,,107,ATW,107ATW,198.4591943,194.81848,,103,MSP,103MSP,373.0403474,383.4841302
101,187,101187,190.1879068,190.6889396,,102,WDL,102WDL,255.4532326,262.9803485,,107,GRB,107GRB,207.7072629,209.2703052,,103,CHI,103CHI,407.8946612,397.2203206
101,188,101188,44.4793205,52.29633232,,102,CHP,102CHP,260.1138622,264.6303536,,107,MKE,107MKE,275.0698811,244.4490296,,103,RMN,103RMN,416.358336,430.2076697
101,189,101189,106.8279207,111.4535278,,102,MSN,102MSN,262.853456,265.2210298,,107,RFD,107RFD,280.5031943,247.8832229,,104,RMN,104RMN,36.60360628,37.45518378
101,190,101190,154.1539148,163.6649778,,102,SMD,102SMD,264.105798,265.3716402,,107,IMT,107IMT,250.608151,251.2660201,,104,WIN,104WIN,48.11169718,51.34709466
101,191,101191,174.5655771,198.3053211,,102,DUL,102DUL,264.8363692,269.5377421,,107,ORD,107ORD,331.6441943,295.02568,,104,LUW,104LUW,59.08084931,64.69905384
101,192,101192,112.7693581,126.4442612,,102,DUU,102DUU,267.9672164,273.4678141,,107,MDW,107MDW,348.7799877,314.3702321,,104,LSE,104LSE,59.24688304,64.89829431
101,193,101193,146.141669,164.4413553,,102,EUC,102EUC,269.3476358,275.7108819,,108,EAU,108EAU,57.18889757,51.01561523,,104,TOH,104TOH,103.9712041,99.03046402
101,194,101194,199.1318699,225.7424991,,102,TOH,102TOH,270.9103005,277.1630977,,108,LSE,108LSE,54.92600632,53.05816391,,104,MSP,104MSP,117.5368427,119.3992675
101,195,101195,255.7686664,264.1971844,,102,JVL,102JVL,280.9714758,283.2942966,,108,MSN,108MSN,117.1724447,101.1373358,,104,MIU,104MIU,121.2422385,121.4462385
101,196,101196,201.6567406,209.8898605,,102,MNM,102MNM,282.0556276,283.4226721,,108,RST,108RST,108.3350433,106.9793974,,104,LLD,104LLD,117.6872529,121.6238409
101,197,101197,211.7940219,221.4327519,,102,BET,102BET,298.3993699,299.6857057,,108,MSP,108MSP,143.6679184,128.1770688,,104,HDS,104HDS,119.8253492,123.6512003
101,198,101198,46.17995599,56.51154719,,102,GLN,102GLN,323.6372234,309.704787,,108,ATW,108ATW,141.1535696,138.4913739,,104,EUC,104EUC,119.3326936,124.604054
101,199,101199,25.87246163,29.92949396,,102,LSE,102LSE,312.0266215,314.652644,,108,GRB,108GRB,146.4643618,157.4789775,,104,MNA,104MNA,121.845448,124.675848
101,200,101200,118.7892376,134.9504505,,102,RCK,102RCK,314.6840404,314.8592898,,108,MKE,108MKE,193.7082564,172.9126949,,104,MNM,104MNM,119.674877,126.653565
102,103,102103,90.11699983,107.1910908,,102,CHI,102CHI,343.1206611,328.4254456,,108,RFD,108RFD,199.1415696,176.3468882,,104,CHP,104CHP,124.7426424,131.0959925
102,104,102104,374.8815046,413.8129179,,102,RDW,102RDW,329.4629048,330.1222684,,108,DLH,108DLH,218.1681003,215.2465245,,104,WDL,104WDL,148.478272,136.9710374
102,105,102105,315.144344,347.5114104,,102,WIN,102WIN,320.0458074,331.3199606,,108,ORD,108ORD,250.2825696,223.4893454,,104,SNY,104SNY,147.5682606,156.7544294
102,106,102106,303.0630162,340.6349772,,102,MSP,102MSP,332.6743473,333.0407642,,108,MDW,108MDW,267.418363,242.8338974,,104,ABB,104ABB,166.3821313,178.9222092
102,107,102107,275.7430291,304.004352,,102,MSL,102MSL,334.6218241,335.0960167,,108,IMT,108IMT,252.5497757,259.1335573,,104,MSN,104MSN,175.8040486,181.9433293
102,108,102108,277.6846538,312.6586429,,102,SCD,102SCD,352.6498961,361.4337579,,109,RST,109RST,28.20439165,29.40379165,,104,SMD,104SMD,177.3968559,182.9726981
102,109,102109,396.3282279,429.7008564,,102,RMN,102RMN,377.8691109,372.7416026,,109,MSP,109MSP,73.22648342,79.07965375,,104,WSJ,104WSJ,195.4246991,206.6269697
102,110,102110,383.1340995,408.4718695,,103,MQT,103MQT,21.81375525,23.9273001,,109,LSE,109LSE,88.34758045,80.83966706,,104,WIT,104WIT,212.5630988,217.9852832
102,111,102111,211.067766,235.2413569,,103,EMI,103EMI,58.01380656,64.63085892,,109,EAU,109EAU,141.4614717,141.9353184,,104,WKS,104WKS,252.883319,229.756267
102,112,102112,292.6834384,306.3259228,,103,LAN,103LAN,75.90102127,79.25145977,,109,MSN,109MSN,216.6488797,191.8565664,,104,SHB,104SHB,247.4522462,240.5441535
102,113,102113,373.3043839,406.9007433,,103,HGH,103HGH,107.7262577,111.654103,,109,DLH,109DLH,235.2736653,223.2877978,,104,MKE,104MKE,265.2255134,242.2327388
102,114,102114,138.5980699,154.8060416,,103,HKM,103HKM,109.4046301,113.7406041,,109,ATW,109ATW,245.6570046,234.967537,,104,MKA,104MKA,271.0535149,247.9264629
102,115,102115,305.1987596,348.8405255,,103,MWI,103MWI,161.8821404,170.0463061,,109,GRB,109GRB,266.7079359,259.9447637,,104,BDU,104BDU,248.2744341,248.3074186
102,116,102116,373.3892054,396.815946,,103,OCO,103OCO,172.9416528,178.069255,,109,MKE,109MKE,293.1846914,263.6319256,,104,GBY,104GBY,255.1407747,252.2965487
102,117,102117,352.9154097,395.9428408,,103,GBY,103GBY,193.35073,197.9998698,,109,RFD,109RFD,298.6180046,267.0661188,,104,MTC,104MTC,261.40663,258.2847958
102,118,102118,286.5612063,301.2664824,,103,DPE,103DPE,196.9238846,201.388122,,109,ORD,109ORD,349.7590046,314.208576,,104,CCL,104CCL,294.9946878,296.3929995
102,119,102119,326.7642234,344.6907057,,103,SHW,103SHW,198.564616,206.5899993,,109,MDW,109MDW,366.8947979,333.553128,,104,CHI,104CHI,309.4167189,311.2894515
102,120,102120,252.1206266,264.5564265,,103,APP,103APP,220.5831644,225.5205911,,109,IMT,109IMT,371.1933499,365.5355696,,105,HDS,105HDS,26.15549018,27.96489509
102,121,102121,362.9725245,400.3097985,,103,WIT,103WIT,220.7490411,229.0793887,,110,MDW,110MDW,41.48508278,47.24642411,,105,LLD,105LLD,28.72465479,30.46251086
102,122,102122,356.3857146,380.1542175,,103,WSJ,103WSJ,220.1388056,231.5642514,,110,ORD,110ORD,57.72187616,61.09547616,,105,MNM,105MNM,35.7097164,38.19775561
102,123,102123,201.9701267,228.0146096,,103,MTC,103MTC,232.8605723,233.1006234,,110,RFD,110RFD,123.0908762,122.7967333,,105,MSP,105MSP,41.42499673,47.03028595
102,124,102124,302.7548668,336.3075378,,103,WSU,103WSU,227.3706934,238.0726228,,110,MKE,110MKE,129.199563,129.4058205,,105,MIU,105MIU,50.12564034,51.03475953
102,125,102125,333.7396598,381.5397094,,103,OSU,103OSU,241.8173841,246.8462547,,110,MSN,110MSN,187.989001,182.9111689,,105,MNA,105MNA,54.19284983,55.10196902
102,126,102126,167.4311546,194.8841649,,103,OSH,103OSH,245.4720099,250.3747105,,110,ATW,110ATW,239.9528762,241.5549047,,105,EUC,105EUC,53.27146697,58.16702806
102,127,102127,223.1474469,233.6632487,,103,WAU,103WAU,245.3915662,253.0011449,,110,GRB,110GRB,257.0939448,245.2827586,,105,CHP,105CHP,67.29848176,64.72528184
102,128,102128,202.5459217,215.327671,,103,SHB,103SHB,257.3041885,255.3099629,,110,LSE,110LSE,317.2074521,293.1219672,,105,RMN,105RMN,64.16023312,67.45819386
102,129,102129,235.6606752,255.9942999,,103,DUL,103DUL,253.1543694,260.1253808,,110,EAU,110EAU,361.1153433,331.5224367,,105,WIN,105WIN,76.08546341,81.52404198
102,130,102130,361.5468771,401.7022048,,103,SVP,103SVP,252.658633,260.6749015,,110,IMT,110IMT,357.9992215,346.2364905,,105,SNY,105SNY,90.89110001,87.88782786
102,131,102131,199.0861092,226.4769201,,103,SVU,103SVU,252.9724707,261.0515066,,110,RST,110RST,384.9404891,351.2992319,,105,LSE,105LSE,108.0615188,108.9508692
102,132,102132,192.2031294,217.6297623,,103,ABB,103ABB,251.2423735,261.9443029,,110,MSP,110MSP,447.5943641,408.6838903,,105,LUW,105LUW,109.4506887,111.2467873
102,133,102133,146.5290226,163.8804048,,103,DUU,103DUU,256.2852166,264.0554528,,110,DLH,110DLH,522.094546,495.753346,,105,ABB,105ABB,121.0472706,118.0439984
102,134,102134,130.8397934,144.3751727,,103,FDL,103FDL,256.4582849,266.0414811,,111,ATW,111ATW,55.37454264,58.12939198,,105,TOH,105TOH,120.8649565,119.089696
102,135,102135,329.9700783,366.9138062,,103,WPN,103WPN,272.4010502,276.9681995,,111,MSN,111MSN,60.94558224,65.31510334,,105,WSJ,105WSJ,152.6925385,150.15515
102,136,102136,287.014344,319.413836,,103,SNY,103SNY,278.8402441,289.5421736,,111,GRB,111GRB,84.0236113,86.79647436,,105,WDL,105WDL,165.4988702,156.772274
102,137,102137,274.5931892,309.2114848,,103,BVD,103BVD,286.6601968,291.2162299,,111,MKE,111MKE,101.7071442,107.0764511,,105,WIT,105WIT,179.2039382,176.2006661
102,138,102138,331.1838297,361.172526,,103,WSF,103WSF,296.15508,304.3661001,,111,LSE,111LSE,116.5231185,108.8176285,,105,MSN,105MSN,219.074112,205.4358515
102,139,102139,115.5372558,130.7994846,,103,CBS,103CBS,299.956367,304.6436186,,111,RFD,111RFD,130.7144574,133.5326132,,105,SMD,105SMD,219.2403047,205.6352827
102,140,102140,348.6064965,374.2943319,,103,MKE,103MKE,313.0074557,305.291343,,111,EAU,111EAU,160.4310098,147.218098,,105,BDU,105BDU,215.5489677,213.0704956
102,141,102141,292.6386791,333.2924674,,103,MKA,103MKA,320.3589899,312.9777998,,111,RST,111RST,184.2561556,166.9948932,,105,GBY,105GBY,242.4366141,241.4110407
102,142,102142,271.5662518,299.8324998,,103,CHP,103CHP,304.4198624,315.8651196,,111,ORD,111ORD,176.7224574,178.1679639,,105,WKS,105WKS,269.9039171,249.5575035
102,143,102143,300.567309,334.0244999,,103,POG,103POG,313.1778509,317.9704408,,111,IMT,111IMT,185.932888,188.7542063,,105,SHB,105SHB,264.4728444,260.34539
102,144,102144,149.6568617,166.0295279,,103,EUC,103EUC,313.6536359,326.9456478,,111,MDW,111MDW,193.233664,197.5730118,,105,MKE,105MKE,282.2461115,262.0339753
102,145,102145,347.1953208,382.8026426,,103,SVT,103SVT,339.0347056,330.2600552,,111,MSP,111MSP,246.9100306,224.3795516,,105,MTC,105MTC,257.6172281,265.146583
102,146,102146,237.3910317,267.7422956,,103,WDL,103WDL,320.2272327,331.7752236,,111,DLH,111DLH,321.4102125,311.4490073,,105,MKA,105MKA,288.074113,267.7276995
102,147,102147,353.0689257,397.7427685,,103,MNM,103MNM,322.4216278,333.866038,,112,MKE,112MKE,42.16390187,40.35686906,,105,CCL,105CCL,344.5412859,318.7746386
102,148,102148,321.7365456,356.2728425,,103,MSN,103MSN,327.6274562,334.0159048,,112,RFD,112RFD,55.65678498,51.84497055,,105,CHI,105CHI,358.9633171,333.6710906
102,149,102149,203.6956231,225.5387454,,103,SMD,103SMD,328.8797982,334.1665153,,112,MSN,112MSN,66.54390986,64.46798015,,106,LUW,106LUW,9.17963902,10.7818715
102,150,102150,396.4430492,425.0640301,,103,TOH,103TOH,322.7863006,337.0812636,,112,ORD,112ORD,71.04121502,78.64405802,,106,LSE,106LSE,9.222605292,10.83343103
102,151,102151,178.0058405,200.8126203,,103,JVL,103JVL,345.745476,352.0891716,,112,MDW,112MDW,89.6650084,98.33721008,,106,TOH,106TOH,32.15271579,32.50506336
102,152,102152,319.7008495,351.2221259,,103,BET,103BET,363.1733701,368.4805808,,112,ATW,112ATW,134.632215,135.4095914,,106,WIN,106WIN,33.70762306,34.07476664
102,153,102153,318.4845518,352.9986535,,103,LSE,103LSE,363.9026217,374.57081,,112,GRB,112GRB,166.6432837,152.4228071,,106,RMN,106RMN,75.64009461,69.25598964
102,154,102154,344.6185865,379.8933995,,103,GLN,103GLN,388.4112235,378.499662,,112,LSE,112LSE,195.7623609,174.6787785,,106,WDL,106WDL,76.6597837,70.44563676
102,155,102155,242.0891057,267.7175932,,103,RDW,103RDW,369.8289049,380.5656343,,112,EAU,112EAU,239.6702521,213.079248,,106,EUC,106EUC,93.3322053,89.07683519
102,156,102156,368.9700557,409.3367645,,103,WIN,103WIN,364.3518076,382.5547265,,112,RST,112RST,263.4953979,232.8560432,,106,CHP,106CHP,98.74215403,95.56877366
