Ticker,Company Name,Currency,Exchange,Country/Region,Type,Price,Avg Vol,ISIN
ZOT EP Equity,Zardoya Otis SA,EUR,EP,ES,Common Stock,7.06,18000.27,
ZOTE QX Equity,Zardoya Otis SA,EUR,QX,ES,Common Stock,#N/A N/A,0,
0DZC LI Equity,CIE Automotive SA,EUR,LI,ES,Common Stock,24.51,883.0333,
0EVB LN Equity,Airtificial Intelligence Structures SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
0NO6 LN Equity,Amper SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
0RP7 LN Equity,Ayco Grupo Inmobiliario SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
1016Z SM Equity,Junta de Castilla y Leon,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1018Z SM Equity,Airbus Defence & Space SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1079Z SM Equity,Sociedad Estatal de Participacion Industriales,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1721266D SM Equity,Ferrovial SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1766524D SM Equity,Ferrovial SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
4F1 GR Equity,Fluidra SA,EUR,GR,ES,Common Stock,24.62,8.666667,
9TV GR Equity,Lleidanetworks Serveis Telematics SA,EUR,GR,ES,Common Stock,3.65,643.1334,
A2T GR Equity,Atrys Health SA,EUR,GR,ES,Common Stock,7.2,51.23333,
ABGPE PO Equity,Abengoa SA,EUR,PO,ES,Common Stock,#N/A N/A,#N/A N/A,
ACXN MM Equity,Acerinox SA,MXN,MM,ES,Common Stock,253.17,482.4333,
ALME QE Equity,Almirall SA,EUR,QE,ES,Common Stock,10.42,54993.83,
AMPE IX Equity,Amper SA,EUR,IX,ES,Common Stock,0.27,0,
AMSN MM Equity,Amadeus IT Group SA,MXN,MM,ES,Common Stock,1220.11,451.2667,
AZC SM Equity,Asturiana de Zinc SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
BBI SM Equity,Bodegas Bilbainas SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
CABKE QX Equity,CaixaBank SA,EUR,QX,ES,Common Stock,3.371,19142.97,
CABKN MF Equity,CaixaBank SA,MXN,MF,ES,Common Stock,68.31,65023.93,
CAM1 E1 Equity,Caja de Ahorros del Mediterraneo,EUR,E1,ES,Common Stock,#N/A N/A,#N/A N/A,
CLNXE EB Equity,Cellnex Telecom SA,EUR,EB,ES,Common Stock,42.01,949474.8,
CLNXEUR XL Equity,Cellnex Telecom SA,EUR,XL,ES,Common Stock,41.41,598015.4,
EDPRU T1 Equity,EDP Renovaveis SA,EUR,T1,ES,Common Stock,22.87,68557.77,
EG4 TH Equity,Enagas SA,EUR,TH,ES,Common Stock,21.49,9633.066,
ELE XL Equity,Endesa SA,EUR,XL,ES,Common Stock,20.55,391270.2,
FAE EU Equity,Faes Farma SA,EUR,EU,ES,Common Stock,4.015,720399,
FDRE T1 Equity,Fluidra SA,EUR,T1,ES,Common Stock,24.7,34908.46,
GAM EZ Equity,Siemens Gamesa Renewable Energy SA,EUR,EZ,ES,Common Stock,18.025,4127193,
GAN TH Equity,Naturgy Energy Group SA,EUR,TH,ES,Common Stock,27.81,706.2,
GAS TE Equity,Naturgy Energy Group SA,EUR,TE,ES,Common Stock,27.91,86.33334,
GSJ EU Equity,Grupo Empresarial San Jose SA,EUR,EU,ES,Common Stock,4.35,17470.23,
GTQ1 GZ Equity,Siemens Gamesa Renewable Energy SA,EUR,GZ,ES,Common Stock,17.995,3661.6,
IBE EO Equity,Iberdrola SA,EUR,EO,ES,Common Stock,#N/A N/A,#N/A N/A,
IBE1 GB Equity,Iberdrola SA,EUR,GB,ES,Common Stock,11.115,109.3,
IBEE BQ Equity,Iberdrola SA,EUR,BQ,ES,Common Stock,10.925,155896.7,
ISMAF US Equity,Indra Sistemas SA,USD,US,ES,Common Stock,#N/A N/A,0,
LDAE BQ Equity,Linea Directa Aseguradora SA Cia de Seguros y Reaseguros,EUR,BQ,ES,Common Stock,1.302,13182.77,
MVC TQ Equity,Metrovacesa SA/Old,EUR,TQ,ES,Common Stock,#N/A N/A,#N/A N/A,
MVCE I2 Equity,Metrovacesa SA,EUR,I2,ES,Common Stock,7.065,141671.4,
NTGYE I2 Equity,Naturgy Energy Group SA,EUR,I2,ES,Common Stock,27.9,238005.7,
ORN GF Equity,Oryzon Genomics SA,EUR,GF,ES,Common Stock,2.415,1.266667,
PGUUF US Equity,Prosegur Cash SA,USD,US,ES,Common Stock,0.753,228.8333282,
PSGN MM Equity,Prosegur Cia de Seguridad SA,MXN,MM,ES,Common Stock,65,0,
REP1 SW Equity,Repsol SA,CHF,SW,ES,Common Stock,14.98,6.666667,
SAN X2 Equity,Banco Santander SA,EUR,X2,ES,Common Stock,3.036,5254766,
SAP SM Equity,Playa de Alboraya,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
SGREE TQ Equity,Siemens Gamesa Renewable Energy SA,EUR,TQ,ES,Common Stock,17.793,941.5,
TL5E I2 Equity,Mediaset Espana Comunicacion SA,EUR,I2,ES,Common Stock,4.102,558817.1,
TLGOE T1 Equity,Talgo SA,EUR,T1,ES,Common Stock,3.8,1363.6,
TNE5 GZ Equity,Telefonica SA,EUR,GZ,ES,Common Stock,4.808,1508.8,
UFG GS Equity,Ferrovial SA,EUR,GS,ES,Common Stock,23.97,2.033333,
VID EP Equity,Vidrala SA,EUR,EP,ES,Common Stock,75.4,42166.33,
VISE I2 Equity,Viscofan SA,EUR,I2,ES,Common Stock,50.375,35203.04,
ZOTE QE Equity,Zardoya Otis SA,EUR,QE,ES,Common Stock,#N/A N/A,2956.567,
ZOTEUR WT Equity,Zardoya Otis SA,EUR,WT,ES,Common Stock,#N/A N/A,#N/A N/A,
0N9G LI Equity,Endesa SA,EUR,LI,ES,Common Stock,20.64,14247.17,
0NQG LO Equity,Repsol SA,EUR,LO,ES,Common Stock,14.963,277472,
1099Z SM Equity,Ibersecurities SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1237Z SM Equity,Mahou SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1289983D SM Equity,Repsol SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1339336D S1 Equity,Pharma Mar SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
1415116D SM Equity,Hotel Miguel Angel SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1571206D SM Equity,ACS Actividades de Construccion y Servicios SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1877495D SM Equity,Cellnex Telecom SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1898729D SM Equity,Obrascon Huarte Lain SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1901459D SM Equity,Fomento de Construcciones y Contratas SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
2733113Q EO Equity,Altadis SA,EUR,EO,ES,Common Stock,#N/A N/A,#N/A N/A,
472 TH Equity,Cellnex Telecom SA,EUR,TH,ES,Common Stock,41.66,275.3333,
5CI QT Equity,Cia de Distribucion Integral Logista Holdings SA,EUR,QT,ES,Common Stock,18.11,3.666667,
5GR GR Equity,Grenergy Renovables SA,EUR,GR,ES,Common Stock,38.78,259.0667,
ABE/N SM Equity,Abertis Infraestructuras SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ACE1 TH Equity,Acerinox SA,EUR,TH,ES,Common Stock,12.15,1744.567,
AENAE I2 Equity,Aena SME SA,EUR,I2,ES,Common Stock,141.4,88778.34,
AGVA SM Equity,Aguas de Valencia SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ALB XV Equity,Corp Financiera Alba SA,EUR,XV,ES,Common Stock,55.7,3557.267,
AMSE S1 Equity,Amadeus IT Group SA,EUR,S1,ES,Common Stock,60.26,12.4,
ANAGBX EU Equity,Acciona SA,GBp,EU,ES,Common Stock,#N/A N/A,#N/A N/A,
AZU GR Equity,Ebro Foods SA,EUR,GR,ES,Common Stock,16.5,184.8667,
BBVA XL Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,XL,ES,Common Stock,5.082,3382551,
BBVA1 SW Equity,Banco Bilbao Vizcaya Argentaria SA,CHF,SW,ES,Common Stock,4.987,66.66666,
BBVACHF EU Equity,Banco Bilbao Vizcaya Argentaria SA,CHF,EU,ES,Common Stock,#N/A N/A,#N/A N/A,
BCP SM Equity,Blue Chip Inversiones SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
BVAL IX Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,IX,ES,Common Stock,4.87,0,
CAR SM Equity,Carbures Europe SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
CLNX AV Equity,Cellnex Telecom SA,EUR,AV,ES,Common Stock,41.98,7.5,
CLNXEUR X2 Equity,Cellnex Telecom SA,EUR,X2,ES,Common Stock,41.51,394325.5,
CSV GR Equity,Corp Financiera Alba SA,EUR,GR,ES,Common Stock,55.3,28.76667,
EBROE IX Equity,Ebro Foods SA,EUR,IX,ES,Common Stock,15.94,0,
FER XX Equity,Ferrovial SA,EUR,XX,ES,Common Stock,#N/A N/A,567501.6,
FV02 GZ Equity,Bankia SA,EUR,GZ,ES,Common Stock,#N/A N/A,#N/A N/A,
GALQE I2 Equity,General de Alquiler de Maquinaria SA,EUR,I2,ES,Common Stock,1.52,0,
GRF EP Equity,Grifols SA,EUR,EP,ES,Common Stock,19.56,1949554,
GRFE BQ Equity,Grifols SA,EUR,BQ,ES,Common Stock,19.46,37497.3,
GRFUSD EO Equity,Grifols SA,USD,EO,ES,Common Stock,#N/A N/A,#N/A N/A,
H0U GR Equity,Singular People SA,EUR,GR,ES,Common Stock,3.99,0,
IKMEUR EZ Equity,1nkemia IUCT Group SA,EUR,EZ,ES,Common Stock,#N/A N/A,#N/A N/A,
ISUR SQ Equity,Inmobiliaria del Sur SA,EUR,SQ,ES,Common Stock,8.1,1881.533,
MAKSEUR EZ Equity,Making Science Group SA,EUR,EZ,ES,Common Stock,20.4,518.2667,
MCM XH Equity,Miquel y Costas & Miquel SA,EUR,XH,ES,Common Stock,#N/A N/A,#N/A N/A,
MCMN MM Equity,Miquel y Costas & Miquel SA,MXN,MM,ES,Common Stock,261.61,243.2333,
MLISP FP Equity,Inmosupa Socimi SA,EUR,FP,ES,Common Stock,#N/A N/A,#N/A N/A,
PHM1N MM Equity,Pharma Mar SA,MXN,MM,ES,Common Stock,1608.38,0,
RE21 GY Equity,Red Electrica Corp SA,EUR,GY,ES,Common Stock,19.415,135.2,
REPD AR Equity,Repsol SA,USD,AR,ES,Common Stock,#N/A N/A,#N/A N/A,
REPG GR Equity,Repsol SA,EUR,GR,ES,Common Stock,#N/A N/A,#N/A N/A,
REPYF UV Equity,Repsol SA,USD,UV,ES,Common Stock,16.13,634.3666382,
ROVIE I2 Equity,Laboratorios Farmaceuticos Rovi SA,EUR,I2,ES,Common Stock,62.2,88303.07,
ROVIN MU Equity,Laboratorios Farmaceuticos Rovi SA,MXN,MU,ES,Common Stock,1328.12,0,
SAN AV Equity,Banco Santander SA,EUR,AV,ES,Common Stock,3.0575,1013.367,
SEV SM Equity,Cia Sevillana de Electricidad,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
T5R GR Equity,Tecnicas Reunidas SA,EUR,GR,ES,Common Stock,9.87,1.7,
TEFE T1 Equity,Telefonica SA,EUR,T1,ES,Common Stock,4.812,708653.1,
TU1 GF Equity,Tubos Reunidos SA,EUR,GF,ES,Common Stock,0.345,0,
U8S GF Equity,Substrate Artificial Inteligence SA,EUR,GF,ES,Common Stock,1.962,#N/A N/A,
UNIE S1 Equity,Unicaja Banco SA,EUR,S1,ES,Common Stock,#N/A N/A,0,
UNIE T1 Equity,Unicaja Banco SA,EUR,T1,ES,Common Stock,0.942,171687,
VIS GR Equity,Viscofan SA,EUR,GR,ES,Common Stock,50.1,39.6,
ZRDZF UV Equity,Zardoya Otis SA,USD,UV,ES,Common Stock,#N/A N/A,0,
0546552D SM Equity,JB Capital Markets Sociedad de Valores SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
0KDD LN Equity,Vocento SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
0NQG LI Equity,Repsol SA,EUR,LI,ES,Common Stock,14.963,277472,
0RDU LI Equity,Grifols SA,EUR,LI,ES,Common Stock,19.425,10571.47,
0RR7 LI Equity,Unicaja Banco SA,EUR,LI,ES,Common Stock,0.948,237043,
1020Z SM Equity,Diputacion Foral de Gipuzcoa,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1568999D SM Equity,Iberdrola SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1777596D SM Equity,Iberdrola SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1892331D SM Equity,Telefonica SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1QT GF Equity,AmRest Holdings SE,EUR,GF,ES,Common Stock,3.995,97.93333,
41L GS Equity,Laboratorios Farmaceuticos Rovi SA,EUR,GS,ES,Common Stock,61.3,8.333333,
4CD1 QT Equity,Codere SA/Spain,EUR,QT,ES,Common Stock,#N/A N/A,0,
5GR GF Equity,Grenergy Renovables SA,EUR,GF,ES,Common Stock,38.64,176.1333,
7GA TH Equity,Gestamp Automocion SA,EUR,TH,ES,Common Stock,3.678,245.2,
A2T GF Equity,Atrys Health SA,EUR,GF,ES,Common Stock,7.38,51.23333,
ABG/P BW Equity,Abengoa SA,CHF,BW,ES,Common Stock,#N/A N/A,#N/A N/A,
AEDASE T1 Equity,Aedas Homes SA,EUR,T1,ES,Common Stock,21.95,219.1,
AENAEUR EZ Equity,Aena SME SA,EUR,EZ,ES,Common Stock,141.4,219615.9,
ALM3 EZ Equity,Almirall SA,EUR,EZ,ES,Common Stock,10.42,536734.4,
ALME TQ Equity,Almirall SA,EUR,TQ,ES,Common Stock,10.935,217.6,
AMS3 XV Equity,Amadeus IT Group SA,EUR,XV,ES,Common Stock,57.768,738041.1,
ANEE S2 Equity,Corp ACCIONA Energias Renovables SA,EUR,S2,ES,Common Stock,#N/A N/A,#N/A N/A,
ATL SM Equity,Banco Atlantico SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
BAKA GS Equity,Bankinter SA,EUR,GS,ES,Common Stock,5.954,60.96667,
BAM SM Equity,Bami Inmobiliaria de Construcciones & Terrenos,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
BKTEUR WT Equity,Bankinter SA,EUR,WT,ES,Common Stock,5.224,1863.333,
BOY GR Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,GR,ES,Common Stock,5.078,21263.57,
CDNIF UV Equity,Cia de Distribucion Integral Logista Holdings SA,USD,UV,ES,Common Stock,#N/A N/A,0,
CDR X9 Equity,Codere SA/Spain,EUR,X9,ES,Common Stock,#N/A N/A,#N/A N/A,
CDRE B3 Equity,Codere SA/Spain,EUR,B3,ES,Common Stock,#N/A N/A,#N/A N/A,
CDRE L3 Equity,Codere SA/Spain,EUR,L3,ES,Common Stock,#N/A N/A,#N/A N/A,
CDRE PO Equity,Codere SA/Spain,EUR,PO,ES,Common Stock,#N/A N/A,#N/A N/A,
CIEE S1 Equity,CIE Automotive SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
CIXPF UV Equity,CaixaBank SA,USD,UV,ES,Common Stock,3.56,2922.699951,
CLNXE L1 Equity,Cellnex Telecom SA,EUR,L1,ES,Common Stock,41.53,38993.54,
