Ticker,Company Name,Currency,Exchange,Country/Region,Type,Price,Avg Vol
LVTX UW Equity,LAVA Therapeutics NV,USD,UW,NL,Common Stock,3.04,2074.06665
0QB8 LI Equity,ASML Holding NV,EUR,LI,NL,Common Stock,531.65,170841.1
CTPNVEUR EU Equity,CTP NV,EUR,EU,NL,Common Stock,12.95,297941.9
INN1 QT Equity,ING Groep NV,EUR,QT,NL,Common Stock,10.512,5355.3
PNLA EB Equity,PostNL NV,EUR,EB,NL,Common Stock,3.168,1470736
HDG EU Equity,Hunter Douglas NV,EUR,EU,NL,Common Stock,173.8,15442.77
MRRDF US Equity,Meridian Mining UK Societas,USD,US,NL,Common Stock,0.5664,21424.16602
AACA GR Equity,Aalberts NV,EUR,GR,NL,Common Stock,47.4,13.93333
CNH1 US Equity,CNH Global - Manufacturing Fundamentals,USD,US,NL,Common Stock,#N/A N/A,#N/A N/A
NNA I2 Equity,NN Group NV,EUR,I2,NL,Common Stock,46.33,482682.9
1365Z NA Equity,Sudzucker International Finance BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1001Z SM Equity,Iberdrola International BV,CHF,SM,NL,Common Stock,#N/A N/A,#N/A N/A
KVW NA Equity,Koninklijke Volkerwessels NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
TNTE NA Equity,TNT Express BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
PHIAA IX Equity,Koninklijke Philips NV,EUR,IX,NL,Common Stock,24.055,13845.03
2177Z NA Equity,Linde Finance BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
AHOG GR Equity,Koninklijke Ahold Delhaize NV,EUR,GR,NL,Common Stock,25.82,2402.067
AA LN Equity,RBS Holdings NV,EUR,LN,NL,Common Stock,#N/A N/A,#N/A N/A
EUXTF US Equity,Euronext NV,USD,US,NL,Common Stock,83,471.7000122
HINKF US Equity,Heineken NV,USD,US,NL,Common Stock,97.95,2231.266602
ASMXF US Equity,ASM International NV,USD,US,NL,Common Stock,291.4999,1.233333349
ASML IM Equity,ASML Holding NV,EUR,IM,NL,Common Stock,535.6,478.8667
INGAA EB Equity,ING Groep NV,EUR,EB,NL,Common Stock,10.491,19493420
NUQA GR Equity,Navstone SE,EUR,GR,NL,Common Stock,2.2,769.3333
1AE TH Equity,Argenx SE,EUR,TH,NL,Common Stock,298.5,75.8
AGN EU Equity,Aegon NV,EUR,EU,NL,Common Stock,4.973,17580520
CSNVF US Equity,Corbion NV,USD,US,NL,Common Stock,35.015,23.46666718
8TI GY Equity,Stellantis NV,EUR,GY,NL,Common Stock,14.416,48055.2
ARGXEUR EP Equity,Argenx SE,EUR,EP,NL,Common Stock,293,125933.6
ASMLA QE Equity,ASML Holding NV,EUR,QE,NL,Common Stock,535.3,66349.37
DSMA T1 Equity,Koninklijke DSM NV,EUR,T1,NL,Common Stock,158.3,59134.37
DSMN MM Equity,Koninklijke DSM NV,MXN,MM,NL,Common Stock,2942.45,24.56667
VNX GR Equity,NXP Semiconductors NV,EUR,GR,NL,Common Stock,177.5,997.2333
1TY GF Equity,Prosus NV,EUR,GF,NL,Common Stock,48.28,834.2
ARCADA EB Equity,Arcadis NV,EUR,EB,NL,Common Stock,36.897,42237.7
BRE LN Equity,Brit Insurance Holdings BV,GBp,LN,NL,Common Stock,#N/A N/A,#N/A N/A
VNUA NA Equity,Nielsen Co BV/The,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
ALLVF US Equity,Altice Europe NV,USD,US,NL,Common Stock,#N/A N/A,#N/A N/A
IMCDEUR EU Equity,IMCD NV,EUR,EU,NL,Common Stock,139.95,359738.2
1688Z NA Equity,Havenbedrijf Rotterdam NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
8TI TH Equity,Stellantis NV,EUR,TH,NL,Common Stock,14.45,35938.43
SEV UQ Equity,Sono Group NV,USD,UQ,NL,Common Stock,3.19,630382.0625
0UMG LN Equity,Universal Music Group NV,EUR,LN,NL,Common Stock,20,888838.9
BINCK NA Equity,BinckBank NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
ENXB TH Equity,Euronext NV,EUR,TH,NL,Common Stock,80.28,587.4
176539Z NA Equity,Heijmans NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
2NN GF Equity,NN Group NV,EUR,GF,NL,Common Stock,46.54,14.63333
AALB AV Equity,Aalberts NV,EUR,AV,NL,Common Stock,46.27,0
ADYENA I2 Equity,Adyen NV,EUR,I2,NL,Common Stock,1440.4,42912.5
ALFNF US Equity,Alfen Beheer BV,USD,US,NL,Common Stock,86.1005,33.33333206
ARGX AV Equity,Argenx SE,EUR,AV,NL,Common Stock,290.3,0
INTEREUR EU Equity,Intertrust NV,EUR,EU,NL,Common Stock,19.22,199693.4
JDEPA T1 Equity,JDE Peet's NV,EUR,T1,NL,Common Stock,27.24,42246.17
PNL2 EU Equity,PostNL NV,EUR,EU,NL,Common Stock,3.164,10726470
0VD SW Equity,Universal Music Group NV,CHF,SW,NL,Common Stock,#N/A N/A,#N/A N/A
ALX NA Equity,Alumexx NV,EUR,NA,NL,Common Stock,0.75,5869.3
JDEPA I2 Equity,JDE Peet's NV,EUR,I2,NL,Common Stock,27.24,194691.1
PLAZ LN Equity,Plaza Centers NV,GBp,LN,NL,Common Stock,65,0
WLSN NA Equity,Wolters Kluwer NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
ORDI EU Equity,Ordina NV,EUR,EU,NL,Common Stock,4.73,459888.7
VPK EU Equity,Koninklijke Vopak NV,EUR,EU,NL,Common Stock,26.42,605606.3
AALBA EB Equity,Aalberts NV,EUR,EB,NL,Common Stock,47.23,58448.1
AHOG GY Equity,Koninklijke Ahold Delhaize NV,EUR,GY,NL,Common Stock,25.99,1779.1
AHOG TH Equity,Koninklijke Ahold Delhaize NV,EUR,TH,NL,Common Stock,25.8,8002.467
0QXR LI Equity,Stellantis NV,EUR,LI,NL,Common Stock,#N/A N/A,#N/A N/A
ASMLA EB Equity,ASML Holding NV,EUR,EB,NL,Common Stock,537,778775.3
CTPNV CP Equity,CTP NV,CZK,CP,NL,Common Stock,327,1194.667
PHIAA I2 Equity,Koninklijke Philips NV,EUR,I2,NL,Common Stock,23.635,2089815
PPH EU Equity,PPHE Hotel Group Ltd,GBp,EU,NL,Common Stock,1600,5278.867
1TY GR Equity,Prosus NV,EUR,GR,NL,Common Stock,48.1,15168.4
QURE UW Equity,uniQure NV,USD,UW,NL,Common Stock,14.36,222698.2656
3YZ GR Equity,CTP NV,EUR,GR,NL,Common Stock,12.9,115.3333
750151Z NA Equity,TKH Group NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
FCAU AV Equity,Stellantis NV,EUR,AV,NL,Common Stock,13.938,14
INGAT BW Equity,ING Groep NV,CHF,BW,NL,Common Stock,10.205,734.6667
JDE GR Equity,JDE Peet's NV,EUR,GR,NL,Common Stock,27.16,377.8667
LIGHTEUR EZ Equity,Signify NV,EUR,EZ,NL,Common Stock,37.5,817492.6
ONWD NA Equity,Onward Medical BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
PACEEUR EU Equity,Pegasus Acquisition Co Europe BV,EUR,EU,NL,Common Stock,9.55,16189.33
PNLA I2 Equity,PostNL NV,EUR,I2,NL,Common Stock,3.164,1602440
TNTC TH Equity,PostNL NV,EUR,TH,NL,Common Stock,3.169,58849.9
UQ1 GY Equity,uniQure NV,EUR,GY,NL,Common Stock,13.67,39.13334
1214Z NA Equity,Achmea Holding NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
ADYENEUR EP Equity,Adyen NV,EUR,EP,NL,Common Stock,1440.2,128794.9
PHVS UW Equity,Pharvaris NV,USD,UW,NL,Common Stock,17.72,798.833313
ARCAD EU Equity,Arcadis NV,EUR,EU,NL,Common Stock,36.8,243198.9
AVS GR Equity,ASM International NV,EUR,GR,NL,Common Stock,290.05,330.8333
ENXP IX Equity,Euronext NV,EUR,IX,NL,Common Stock,81.21,550.4667
PNLA S1 Equity,PostNL NV,EUR,S1,NL,Common Stock,3.146,844.3
TKWYEUR XV Equity,Just Eat Takeaway.com NV,EUR,XV,NL,Common Stock,20.69,1218962
1331Z NA Equity,De Nederlandsche Bank NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1901828D NA Equity,Van Lanschot Kempen NV/old,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
EXACT NA Equity,Exact Holding BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
MOP BB Equity,Mopoli - Palmboomen Cultuur Maatschappij,EUR,BB,NL,Common Stock,#N/A N/A,0
T5W TH Equity,Just Eat Takeaway.com NV,EUR,TH,NL,Common Stock,20.855,10301
AEND GR Equity,Aegon NV,EUR,GR,NL,Common Stock,4.975,24479.13
ARGXB IX Equity,Argenx SE,EUR,IX,NL,Common Stock,292.7,45.23333
1388Z NA Equity,Nationale-Nederlanden Levensverzekering Maatschappij NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
CORREEUR EU Equity,Corre Energy BV,EUR,EU,NL,Common Stock,2.1,15575.1
KEMN NA Equity,Kempen & Co NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
NXPI AV Equity,NXP Semiconductors NV,EUR,AV,NL,Common Stock,177.5,7.366667
UMGA IX Equity,Universal Music Group NV,EUR,IX,NL,Common Stock,20.94,2688.933
BRNLA S1 Equity,Brunel International NV,EUR,S1,NL,Common Stock,#N/A N/A,#N/A N/A
NN AV Equity,NN Group NV,EUR,AV,NL,Common Stock,46.79,43.26667
1721927D NA Equity,NN Group NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
3B5 GF Equity,Igea Pharma NV,EUR,GF,NL,Common Stock,0.04,9200
ATCB NA Equity,Altice Europe NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
EFIC1EUR EU Equity,Azerion Group N.V.,EUR,EU,NL,Common Stock,8.54,3418
EML NA Equity,Endemol NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
INN1D TQ Equity,ING Groep NV,EUR,TQ,NL,Common Stock,#N/A N/A,#N/A N/A
JDEPA S4 Equity,JDE Peet's NV,EUR,S4,NL,Common Stock,27.24,6871.267
JS9 GR Equity,Allego NV,EUR,GR,NL,Common Stock,7.35,13.93333
KPNA I2 Equity,Koninklijke KPN NV,EUR,I2,NL,Common Stock,3.399,5779667
MWTRO SS Equity,Meltwater NV,NOK,SS,NL,Common Stock,14.7,16471.83
NNAHB BB Equity,Continent Land CY,EUR,BB,NL,Common Stock,#N/A N/A,#N/A N/A
VOPKF US Equity,Koninklijke Vopak NV,USD,US,NL,Common Stock,27.3,433
0NPP LI Equity,Koninklijke DSM NV,EUR,LI,NL,Common Stock,158.1,74009
P7V GM Equity,Photon Energy NV,EUR,GM,NL,Common Stock,2.35,101.3333
PHG SW Equity,Koninklijke Philips NV,CHF,SW,NL,Common Stock,48,428.5
SIFGEUR EU Equity,SIF Holding NV,EUR,EU,NL,Common Stock,10.86,61928.7
STLAN MM Equity,Stellantis NV,MXN,MM,NL,Common Stock,285,1593.567
1011Z NA Equity,City of Amsterdam Netherlands,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1450Z NA Equity,InterCement Financial Operations BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
ASML SW Equity,ASML Holding NV,CHF,SW,NL,Common Stock,576.199,4.9
ASML XV Equity,ASML Holding NV,EUR,XV,NL,Common Stock,535.3,541310.1
ASMLN MM Equity,ASML Holding NV,MXN,MM,NL,Common Stock,11600,382.8
DSMA IX Equity,Koninklijke DSM NV,EUR,IX,NL,Common Stock,157.35,2122.7
RAND EU Equity,Randstad NV,EUR,EU,NL,Common Stock,52.58,1001067
0122270D NA Equity,Oranjewoud NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
0BCR LN Equity,Brack Capital Real Estate BV,EUR,LN,NL,Common Stock,#N/A N/A,#N/A N/A
1183Z NA Equity,Alfa-Russia Finance BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
2227Z NA Equity,Coca-Cola HBC Finance BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
ADYENA T1 Equity,Adyen NV,EUR,T1,NL,Common Stock,1440.2,5538.5
ADYYF UV Equity,Adyen NV,USD,UV,NL,Common Stock,1539.28,303.8999939
ASRNLA I2 Equity,ASR Nederland NV,EUR,I2,NL,Common Stock,42.57,178160.4
HNK1 GF Equity,Heineken NV,EUR,GF,NL,Common Stock,92.42,130.1333
ITRUF US Equity,Intertrust NV,USD,US,NL,Common Stock,20.45,91.59999847
MLK PW Equity,Milkiland NV,PLN,PW,NL,Common Stock,0.992,74710.84
PNL SW Equity,PostNL NV,CHF,SW,NL,Common Stock,1.746,0
SFFYF US Equity,Signify NV,USD,US,NL,Common Stock,35.4845,75.19999695
UNIT4 NA Equity,Unit4 NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
WOLTF US Equity,Wolters Kluwer NV,USD,US,NL,Common Stock,99.15,100.1333313
14742EUR EU Equity,EXOR NV,EUR,EU,NL,Common Stock,68.96,400728.3
A16 GF Equity,ASR Nederland NV,EUR,GF,NL,Common Stock,42.28,44
AACA GF Equity,Aalberts NV,EUR,GF,NL,Common Stock,46.82,13.93333
LIGHTA I2 Equity,Signify NV,EUR,I2,NL,Common Stock,37.5,298806.7
NXT FP Equity,Euronext NV,EUR,FP,NL,Common Stock,#N/A N/A,#N/A N/A
SBMOA S1 Equity,SBM Offshore NV,EUR,S1,NL,Common Stock,15.225,425.4333
VNUVF US Equity,Nielsen Co BV/The,USD,US,NL,Common Stock,#N/A N/A,#N/A N/A
0QIF LN Equity,SnowWorld NV,EUR,LN,NL,Common Stock,#N/A N/A,#N/A N/A
1187Z NA Equity,Albert Heijn BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
57LA TH Equity,Sono Group NV,EUR,TH,NL,Common Stock,3.13,33829.43
703 GY Equity,Alfen Beheer BV,EUR,GY,NL,Common Stock,101.8,94.63333
8TI GR Equity,Stellantis NV,EUR,GR,NL,Common Stock,14.416,52104.1
ARGXB EB Equity,Argenx SE,EUR,EB,NL,Common Stock,297.132,29064.23
EBAC UR Equity,European Biotech Acquisition Corp,USD,UR,NL,Common Stock,9.75,4891.933105
HNK1 GR Equity,Heineken NV,EUR,GR,NL,Common Stock,93.28,177.1
NSE NA Equity,New Sources Energy NV,EUR,NA,NL,Common Stock,0.047,16463.3
703 TH Equity,Alfen Beheer BV,EUR,TH,NL,Common Stock,102.45,1359.933
ADEUR2 EP Equity,Koninklijke Ahold Delhaize NV,EUR,EP,NL,Common Stock,25.795,4192293
AGDX US Equity,Agendia NV,USD,US,NL,Common Stock,#N/A N/A,#N/A N/A
NNA EB Equity,NN Group NV,EUR,EB,NL,Common Stock,46.62,325380
WAVIN NA Equity,Wavin NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
ASMLA IX Equity,ASML Holding NV,EUR,IX,NL,Common Stock,534.6,436.4667
ENXB GF Equity,Euronext NV,EUR,GF,NL,Common Stock,78.98,15.16667
INGAA IX Equity,ING Groep NV,EUR,IX,NL,Common Stock,10.483,23617.6
NOGL IX Equity,Nostrum Oil & Gas PLC,GBp,IX,NL,Common Stock,6.98,32876.73
0VD TH Equity,Universal Music Group NV,EUR,TH,NL,Common Stock,21.19,4523.9
1610Z NA Equity,E.ON International Finance BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
AALBA IX Equity,Aalberts NV,EUR,IX,NL,Common Stock,44.125,1039.067
ARCADA IX Equity,Arcadis NV,EUR,IX,NL,Common Stock,36.6,27.26667
AZRNA I2 Equity,Azerion Group N.V.,EUR,I2,NL,Common Stock,#N/A N/A,0
DL NA Equity,Delta Lloyd NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
DSMA I2 Equity,Koninklijke DSM NV,EUR,I2,NL,Common Stock,158.3,269047.2
MEDIQ NA Equity,Mediq BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
NNA IX Equity,NN Group NV,EUR,IX,NL,Common Stock,46.66,613.3
UMGA S1 Equity,Universal Music Group NV,EUR,S1,NL,Common Stock,20.65,95.7
UMGEUR EP Equity,Universal Music Group NV,EUR,EP,NL,Common Stock,21.18,2567229
1196Z NA Equity,Jababeka International BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
5FF TH Equity,ForFarmers NV,EUR,TH,NL,Common Stock,2.99,2313.433
8FT TH Equity,Flow Traders,EUR,TH,NL,Common Stock,29.32,2669.267
AALBA S4 Equity,Aalberts NV,EUR,S4,NL,Common Stock,47.615,2098.3
BNG AU Equity,BNG Bank NV,AUD,AU,NL,Common Stock,#N/A N/A,#N/A N/A
ESP NA Equity,Esperite NV,EUR,NA,NL,Common Stock,0.0226,143540.1
IGPH SE Equity,Igea Pharma NV,CHF,SE,NL,Common Stock,0.059,74963.7
NNUSD EZ Equity,NN Group NV,USD,EZ,NL,Common Stock,#N/A N/A,#N/A N/A
PHGUF US Equity,Pharming Group NV,USD,US,NL,Common Stock,0.84,1870.266724
QGEN AV Equity,QIAGEN NV,EUR,AV,NL,Common Stock,42.95,19.3
STLAM I2 Equity,Stellantis NV,EUR,I2,NL,Common Stock,14.414,3523032
1TY GY Equity,Prosus NV,EUR,GY,NL,Common Stock,48.1,13898.37
ADEUR2 X1 Equity,Koninklijke Ahold Delhaize NV,EUR,X1,NL,Common Stock,25.79,1800210
ASMA I2 Equity,ASM International NV,EUR,I2,NL,Common Stock,289.525,91042.34
BEVER EU Equity,Bever Holding NV,EUR,EU,NL,Common Stock,3.6,26.06667
CTPNVA TQ Equity,CTP NV,EUR,TQ,NL,Common Stock,#N/A N/A,0
INGAT SE Equity,ING Groep NV,CHF,SE,NL,Common Stock,#N/A N/A,#N/A N/A
INN1 GF Equity,ING Groep NV,EUR,GF,NL,Common Stock,10.512,17543.23
PRXA S4 Equity,Prosus NV,EUR,S4,NL,Common Stock,48.115,31963.87
STLAM EB Equity,Stellantis NV,EUR,EB,NL,Common Stock,14.116,3487198
STLAP BQ Equity,Stellantis NV,EUR,BQ,NL,Common Stock,14.416,279426
0QVV LI Equity,NN Group NV,EUR,LI,NL,Common Stock,46.585,42860.2
ARGXGBX EU Equity,Argenx SE,GBp,EU,NL,Common Stock,#N/A N/A,#N/A N/A
CTPNVA IX Equity,CTP NV,EUR,IX,NL,Common Stock,12.96,300.6667
CTPNVCZK EU Equity,CTP NV,CZK,EU,NL,Common Stock,327,1194.667
NNA S4 Equity,NN Group NV,EUR,S4,NL,Common Stock,46.24,8829.767
PEACEEUR EU Equity,Pegasus Entrepreneurial Acquisition Co Europe BV,EUR,EU,NL,Common Stock,9.9,964.1334
PHIAA S4 Equity,Koninklijke Philips NV,EUR,S4,NL,Common Stock,23.593,43904.37
PPH EP Equity,PPHE Hotel Group Ltd,GBp,EP,NL,Common Stock,1600,3714.7
PPHL QX Equity,PPHE Hotel Group Ltd,GBp,QX,NL,Common Stock,1555,360.3
WKLA EB Equity,Wolters Kluwer NV,EUR,EB,NL,Common Stock,92.088,441530.4
1945Z NA Equity,Dutch State Mines,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1N8 GF Equity,Adyen NV,EUR,GF,NL,Common Stock,1442.8,23.56667
2127Z NA Equity,innogy Finance BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
3577044Z NA Equity,RBS Holdings NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
ADYENA EB Equity,Adyen NV,EUR,EB,NL,Common Stock,1427.529,38723.6
AKU1 GR Equity,Akzo Nobel NV,EUR,GR,NL,Common Stock,81.52,30.66667
ASML BW Equity,ASML Holding NV,CHF,BW,NL,Common Stock,576.199,4.9
BRNLA S4 Equity,Brunel International NV,EUR,S4,NL,Common Stock,10.69,418.2333
DSM2 TH Equity,Koninklijke DSM NV,EUR,TH,NL,Common Stock,159,1596
DSMA QX Equity,Koninklijke DSM NV,EUR,QX,NL,Common Stock,157.95,148.5667
DSMAUD EU Equity,Koninklijke DSM NV,AUD,EU,NL,Common Stock,#N/A N/A,#N/A N/A
FUR EU Equity,Fugro NV,EUR,EU,NL,Common Stock,13.9,906282.4
OCIA T1 Equity,OCI NV,EUR,T1,NL,Common Stock,34.5,58279.9
PEN CK Equity,Photon Energy NV,CZK,CK,NL,Common Stock,58.8,23068.1
SAED T1 Equity,Shop Apotheke Europe NV,EUR,T1,NL,Common Stock,99.1,4994.033
TMOAF US Equity,TomTom NV,USD,US,NL,Common Stock,7.54,14.19999981
1N8 GR Equity,Adyen NV,EUR,GR,NL,Common Stock,1439.6,359.1
BHVE NA Equity,Boerhaave,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
DSMA S4 Equity,Koninklijke DSM NV,EUR,S4,NL,Common Stock,158.775,8363.833
ENXP EB Equity,Euronext NV,EUR,EB,NL,Common Stock,81.52,65356.54
FCAUEUR EZ Equity,Stellantis NV,EUR,EZ,NL,Common Stock,14.42,21982910
GRRDF US Equity,GrandVision BV,USD,US,NL,Common Stock,#N/A N/A,#N/A N/A
INX GR Equity,IMCD NV,EUR,GR,NL,Common Stock,139.4,3.733333
KPN GM Equity,Koninklijke KPN NV,EUR,GM,NL,Common Stock,3.33,0
NNA S1 Equity,NN Group NV,EUR,S1,NL,Common Stock,46.375,2208.133
NOGGBX XL Equity,Nostrum Oil & Gas PLC,GBp,XL,NL,Common Stock,6.7,41198.3
PNLA QE Equity,PostNL NV,EUR,QE,NL,Common Stock,3.162,231486.8
SCHLT NA Equity,Scholt Energy BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
SHPPF US Equity,Shop Apotheke Europe NV,USD,US,NL,Common Stock,87.95,3.333333254
STLAP TQ Equity,Stellantis NV,EUR,TQ,NL,Common Stock,13.395,204.2667
TOM2 EU Equity,TomTom NV,EUR,EU,NL,Common Stock,7.873,1045311
UNIVR NA Equity,Univar NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
0EDE LN Equity,NXP Semiconductors NV,USD,LN,NL,Common Stock,#N/A N/A,#N/A N/A
1150Z NA Equity,Mizuho Bank Europe NV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1252Z NA Equity,Amsterdam Stock Exchange,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
8AC GR Equity,Amsterdam Commodities NV,EUR,GR,NL,Common Stock,23.8,22.7
AKZOF US Equity,Akzo Nobel NV,USD,US,NL,Common Stock,87.12,186.5
CRBNA IX Equity,Corbion NV,EUR,IX,NL,Common Stock,33.64,20.2
G14 GR Equity,Signify NV,EUR,GR,NL,Common Stock,37.49,152.6
HEIA EZ Equity,Heineken NV,EUR,EZ,NL,Common Stock,93.28,914619.7
INGAA TQ Equity,ING Groep NV,EUR,TQ,NL,Common Stock,10.525,10565.17
RANDA S1 Equity,Randstad NV,EUR,S1,NL,Common Stock,52.59,942.9
UMGA S4 Equity,Universal Music Group NV,EUR,S4,NL,Common Stock,21.318,18719.2
VNU LN Equity,Nielsen Co BV/The,GBp,LN,NL,Common Stock,#N/A N/A,#N/A N/A
567893Z NA Equity,Bharti Airtel Africa BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
8TI GZ Equity,Stellantis NV,EUR,GZ,NL,Common Stock,14.44,5049.9
8TI SW Equity,Stellantis NV,CHF,SW,NL,Common Stock,13.103,2.633333
ADYENA IX Equity,Adyen NV,EUR,IX,NL,Common Stock,1448.2,107.1333
ARGXB B3 Equity,Argenx SE,EUR,B3,NL,Common Stock,292.5,38.93333
ARGXB TQ Equity,Argenx SE,EUR,TQ,NL,Common Stock,270.6,3.833333
DE NA Equity,Oak 1753 BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
FCAUCHF EU Equity,Stellantis NV,CHF,EU,NL,Common Stock,#N/A N/A,#N/A N/A
KPN GR Equity,Koninklijke KPN NV,EUR,GR,NL,Common Stock,3.402,1661.267
PHVS UQ Equity,Pharvaris NV,USD,UQ,NL,Common Stock,17.72,798.833313
PPH EZ Equity,PPHE Hotel Group Ltd,GBp,EZ,NL,Common Stock,1600,3714.7
STLAM QE Equity,Stellantis NV,EUR,QE,NL,Common Stock,14.418,1099132
TOI DK Equity,Topicus.com Inc,CAD,DK,NL,Common Stock,67,10271.5
1134Z NA Equity,Lehman Brothers Treasury Co BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1428Z NA Equity,Credit Suisse First Boston Finance BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1AE GS Equity,Argenx SE,EUR,GS,NL,Common Stock,289.3,0
ADA I2 Equity,Koninklijke Ahold Delhaize NV,EUR,I2,NL,Common Stock,25.795,1581402
ADA S1 Equity,Koninklijke Ahold Delhaize NV,EUR,S1,NL,Common Stock,25.783,6336.8
ADEUR2 XL Equity,Koninklijke Ahold Delhaize NV,EUR,XL,NL,Common Stock,25.85,1970871
ARCADA S4 Equity,Arcadis NV,EUR,S4,NL,Common Stock,36.56,1544.1
ASMA EB Equity,ASM International NV,EUR,EB,NL,Common Stock,285.45,127237.8
BRNLEUR EU Equity,Brunel International NV,EUR,EU,NL,Common Stock,10.66,78505.23
DSMA TQ Equity,Koninklijke DSM NV,EUR,TQ,NL,Common Stock,155.325,726.4667
ENXB GR Equity,Euronext NV,EUR,GR,NL,Common Stock,80.36,37.53333
EXXRF UV Equity,EXOR NV,USD,UV,NL,Common Stock,74.65,3227.133301
GOJXN NA Equity,GeoJunxion NV,EUR,NA,NL,Common Stock,1.815,6426.967
HGM NA Equity,Rexel Holding Netherlands BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
HIJ2 GR Equity,Arcadis NV,EUR,GR,NL,Common Stock,36.62,0
HUD TH Equity,Hunter Douglas NV,EUR,TH,NL,Common Stock,174.8,32.73333
IMDZF US Equity,IMCD NV,USD,US,NL,Common Stock,151.51,29.86666679
INGAEUR WT Equity,ING Groep NV,EUR,WT,NL,Common Stock,9.771,773.3333
KPNA S1 Equity,Koninklijke KPN NV,EUR,S1,NL,Common Stock,3.394,7802.133
OIC TH Equity,OCI NV,EUR,TH,NL,Common Stock,34.36,2542.467
PRXA EB Equity,Prosus NV,EUR,EB,NL,Common Stock,47.965,1159101
VNX GS Equity,NXP Semiconductors NV,EUR,GS,NL,Common Stock,175.5,13.06667
1383252D NA Equity,SRH NV/ Fundamentals,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1442Z NA Equity,Pon Holdings BV,EUR,NA,NL,Common Stock,#N/A N/A,#N/A N/A
1AE GZ Equity,Argenx SE,EUR,GZ,NL,Common Stock,290.4,10.73333
57LA GR Equity,Sono Group NV,EUR,GR,NL,Common Stock,3.01,8049.167
703 GR Equity,Alfen Beheer BV,EUR,GR,NL,Common Stock,101.95,243.6
ADEUR2 X2 Equity,Koninklijke Ahold Delhaize NV,EUR,X2,NL,Common Stock,25.815,583808.4
ADG GR Equity,AMG Advanced Metallurgical Group NV,EUR,GR,NL,Common Stock,34.38,535.9667
ADYENN MM Equity,Adyen NV,MXN,MM,NL,Common Stock,29926.66,12.23333
ARCADA BQ Equity,Arcadis NV,EUR,BQ,NL,Common Stock,36.52,1764.2
ASMA S1 Equity,ASM International NV,EUR,S1,NL,Common Stock,289.85,259.6333
BESIA QE Equity,BE Semiconductor Industries NV,EUR,QE,NL,Common Stock,57.26,41373.3
CPT FP Equity,Completel Europe NV,EUR,FP,NL,Common Stock,#N/A N/A,#N/A N/A
