,0,1,2
459,105,175,105175
460,105,176,105176
461,105,177,105177
462,105,178,105178
463,105,179,105179
464,105,180,105180
465,105,181,105181
466,105,182,105182
467,105,183,105183
468,105,184,105184
469,105,185,105185
470,105,186,105186
471,105,187,105187
472,105,188,105188
473,105,189,105189
474,105,190,105190
475,105,191,105191
476,105,192,105192
477,105,193,105193
478,105,194,105194
479,105,195,105195
480,105,196,105196
481,105,197,105197
482,105,198,105198
483,105,199,105199
484,105,200,105200
485,106,107,106107
486,106,108,106108
487,106,109,106109
488,106,110,106110
489,106,111,106111
490,106,112,106112
491,106,113,106113
492,106,114,106114
493,106,115,106115
494,106,116,106116
495,106,117,106117
496,106,118,106118
497,106,119,106119
498,106,120,106120
499,106,121,106121
500,106,122,106122
501,106,123,106123
502,106,124,106124
503,106,125,106125
504,106,126,106126
505,106,127,106127
506,106,128,106128
507,106,129,106129
508,106,130,106130
509,106,131,106131
510,106,132,106132
511,106,133,106133
512,106,134,106134
513,106,135,106135
514,106,136,106136
515,106,137,106137
516,106,138,106138
517,106,139,106139
518,106,140,106140
519,106,141,106141
520,106,142,106142
521,106,143,106143
522,106,144,106144
523,106,145,106145
524,106,146,106146
525,106,147,106147
526,106,148,106148
527,106,149,106149
528,106,150,106150
529,106,151,106151
530,106,152,106152
531,106,153,106153
532,106,154,106154
533,106,155,106155
534,106,156,106156
535,106,157,106157
536,106,158,106158
537,106,159,106159
538,106,160,106160
539,106,161,106161
540,106,162,106162
541,106,163,106163
542,106,164,106164
543,106,165,106165
544,106,166,106166
545,106,167,106167
546,106,168,106168
547,106,169,106169
548,106,170,106170
549,106,171,106171
550,106,172,106172
551,106,173,106173
552,106,174,106174
553,106,175,106175
554,106,176,106176
555,106,177,106177
556,106,178,106178
557,106,179,106179
558,106,180,106180
559,106,181,106181
560,106,182,106182
561,106,183,106183
562,106,184,106184
563,106,185,106185
564,106,186,106186
565,106,187,106187
566,106,188,106188
567,106,189,106189
568,106,190,106190
569,106,191,106191
570,106,192,106192
571,106,193,106193
572,106,194,106194
573,106,195,106195
574,106,196,106196
575,106,197,106197
576,106,198,106198
577,106,199,106199
578,106,200,106200
579,107,108,107108
580,107,109,107109
581,107,110,107110
582,107,111,107111
583,107,112,107112
584,107,113,107113
585,107,114,107114
586,107,115,107115
587,107,116,107116
588,107,117,107117
589,107,118,107118
590,107,119,107119
591,107,120,107120
592,107,121,107121
593,107,122,107122
594,107,123,107123
595,107,124,107124
596,107,125,107125
597,107,126,107126
598,107,127,107127
599,107,128,107128
600,107,129,107129
601,107,130,107130
602,107,131,107131
603,107,132,107132
604,107,133,107133
605,107,134,107134
606,107,135,107135
607,107,136,107136
608,107,137,107137
609,107,138,107138
610,107,139,107139
611,107,140,107140
612,107,141,107141
613,107,142,107142
614,107,143,107143
615,107,144,107144
616,107,145,107145
617,107,146,107146
618,107,147,107147
619,107,148,107148
620,107,149,107149
621,107,150,107150
622,107,151,107151
623,107,152,107152
624,107,153,107153
625,107,154,107154
626,107,155,107155
627,107,156,107156
628,107,157,107157
629,107,158,107158
630,107,159,107159
631,107,160,107160
632,107,161,107161
633,107,162,107162
634,107,163,107163
635,107,164,107164
636,107,165,107165
637,107,166,107166
638,107,167,107167
639,107,168,107168
640,107,169,107169
641,107,170,107170
642,107,171,107171
643,107,172,107172
644,107,173,107173
645,107,174,107174
646,107,175,107175
647,107,176,107176
648,107,177,107177
649,107,178,107178
650,107,179,107179
651,107,180,107180
652,107,181,107181
653,107,182,107182
654,107,183,107183
655,107,184,107184
656,107,185,107185
657,107,186,107186
658,107,187,107187
659,107,188,107188
660,107,189,107189
661,107,190,107190
662,107,191,107191
663,107,192,107192
664,107,193,107193
665,107,194,107194
666,107,195,107195
667,107,196,107196
668,107,197,107197
669,107,198,107198
670,107,199,107199
671,107,200,107200
672,108,109,108109
673,108,110,108110
674,108,111,108111
675,108,112,108112
676,108,113,108113
677,108,114,108114
678,108,115,108115
679,108,116,108116
680,108,117,108117
681,108,118,108118
682,108,119,108119
683,108,120,108120
684,108,121,108121
685,108,122,108122
686,108,123,108123
687,108,124,108124
688,108,125,108125
689,108,126,108126
690,108,127,108127
691,108,128,108128
692,108,129,108129
693,108,130,108130
694,108,131,108131
695,108,132,108132
696,108,133,108133
697,108,134,108134
698,108,135,108135
699,108,136,108136
700,108,137,108137
701,108,138,108138
702,108,139,108139
703,108,140,108140
704,108,141,108141
705,108,142,108142
706,108,143,108143
707,108,144,108144
708,108,145,108145
709,108,146,108146
710,108,147,108147
711,108,148,108148
712,108,149,108149
713,108,150,108150
714,108,151,108151
715,108,152,108152
716,108,153,108153
717,108,154,108154
718,108,155,108155
719,108,156,108156
720,108,157,108157
721,108,158,108158
722,108,159,108159
723,108,160,108160
724,108,161,108161
725,108,162,108162
726,108,163,108163
727,108,164,108164
728,108,165,108165
729,108,166,108166
730,108,167,108167
731,108,168,108168
732,108,169,108169
733,108,170,108170
734,108,171,108171
735,108,172,108172
736,108,173,108173
737,108,174,108174
738,108,175,108175
739,108,176,108176
740,108,177,108177
741,108,178,108178
742,108,179,108179
743,108,180,108180
744,108,181,108181
745,108,182,108182
746,108,183,108183
747,108,184,108184
748,108,185,108185
749,108,186,108186
750,108,187,108187
751,108,188,108188
752,108,189,108189
753,108,190,108190
754,108,191,108191
755,108,192,108192
756,108,193,108193
757,108,194,108194
758,108,195,108195
759,108,196,108196
760,108,197,108197
761,108,198,108198
762,108,199,108199
763,108,200,108200
764,109,110,109110
765,109,111,109111
766,109,112,109112
767,109,113,109113
768,109,114,109114
769,109,115,109115
770,109,116,109116
771,109,117,109117
772,109,118,109118
773,109,119,109119
774,109,120,109120
775,109,121,109121
776,109,122,109122
777,109,123,109123
778,109,124,109124
779,109,125,109125
780,109,126,109126
781,109,127,109127
782,109,128,109128
783,109,129,109129
784,109,130,109130
785,109,131,109131
786,109,132,109132
787,109,133,109133
788,109,134,109134
789,109,135,109135
790,109,136,109136
791,109,137,109137
792,109,138,109138
793,109,139,109139
794,109,140,109140
795,109,141,109141
796,109,142,109142
797,109,143,109143
798,109,144,109144
799,109,145,109145
800,109,146,109146
801,109,147,109147
802,109,148,109148
803,109,149,109149
804,109,150,109150
805,109,151,109151
806,109,152,109152
807,109,153,109153
808,109,154,109154
809,109,155,109155
810,109,156,109156
811,109,157,109157
812,109,158,109158
813,109,159,109159
814,109,160,109160
815,109,161,109161
816,109,162,109162
817,109,163,109163
818,109,164,109164
819,109,165,109165
820,109,166,109166
821,109,167,109167
822,109,168,109168
823,109,169,109169
824,109,170,109170
825,109,171,109171
826,109,172,109172
827,109,173,109173
828,109,174,109174
829,109,175,109175
830,109,176,109176
831,109,177,109177
832,109,178,109178
833,109,179,109179
834,109,180,109180
835,109,181,109181
836,109,182,109182
837,109,183,109183
838,109,184,109184
839,109,185,109185
840,109,186,109186
841,109,187,109187
842,109,188,109188
843,109,189,109189
844,109,190,109190
845,109,191,109191
846,109,192,109192
847,109,193,109193
848,109,194,109194
849,109,195,109195
850,109,196,109196
851,109,197,109197
852,109,198,109198
853,109,199,109199
854,109,200,109200
855,110,111,110111
856,110,112,110112
857,110,113,110113
858,110,114,110114
859,110,115,110115
860,110,116,110116
861,110,117,110117
862,110,118,110118
863,110,119,110119
864,110,120,110120
865,110,121,110121
866,110,122,110122
867,110,123,110123
868,110,124,110124
869,110,125,110125
870,110,126,110126
871,110,127,110127
872,110,128,110128
873,110,129,110129
874,110,130,110130
875,110,131,110131
876,110,132,110132
877,110,133,110133
878,110,134,110134
879,110,135,110135
880,110,136,110136
881,110,137,110137
882,110,138,110138
883,110,139,110139
884,110,140,110140
885,110,141,110141
886,110,142,110142
887,110,143,110143
888,110,144,110144
889,110,145,110145
890,110,146,110146
891,110,147,110147
892,110,148,110148
893,110,149,110149
894,110,150,110150
895,110,151,110151
896,110,152,110152
897,110,153,110153
898,110,154,110154
899,110,155,110155
900,110,156,110156
901,110,157,110157
902,110,158,110158
903,110,159,110159
904,110,160,110160
905,110,161,110161
906,110,162,110162
907,110,163,110163
908,110,164,110164
909,110,165,110165
910,110,166,110166
911,110,167,110167
912,110,168,110168
913,110,169,110169
914,110,170,110170
915,110,171,110171
916,110,172,110172
917,110,173,110173
918,110,174,110174
919,110,175,110175
920,110,176,110176
921,110,177,110177
922,110,178,110178
923,110,179,110179
924,110,180,110180
925,110,181,110181
926,110,182,110182
927,110,183,110183
928,110,184,110184
929,110,185,110185
930,110,186,110186
931,110,187,110187
932,110,188,110188
933,110,189,110189
934,110,190,110190
935,110,191,110191
936,110,192,110192
937,110,193,110193
938,110,194,110194
939,110,195,110195
940,110,196,110196
941,110,197,110197
942,110,198,110198
943,110,199,110199
944,110,200,110200
945,111,112,111112
946,111,113,111113
947,111,114,111114
948,111,115,111115
949,111,116,111116
950,111,117,111117
951,111,118,111118
952,111,119,111119
953,111,120,111120
954,111,121,111121
955,111,122,111122
956,111,123,111123
957,111,124,111124
958,111,125,111125
959,111,126,111126
960,111,127,111127
961,111,128,111128
962,111,129,111129
963,111,130,111130
964,111,131,111131
965,111,132,111132
966,111,133,111133
967,111,134,111134
968,111,135,111135
969,111,136,111136
970,111,137,111137
971,111,138,111138
972,111,139,111139
973,111,140,111140
974,111,141,111141
975,111,142,111142
976,111,143,111143
977,111,144,111144
978,111,145,111145
979,111,146,111146
980,111,147,111147
981,111,148,111148
982,111,149,111149
983,111,150,111150
984,111,151,111151
985,111,152,111152
986,111,153,111153
987,111,154,111154
988,111,155,111155
989,111,156,111156
990,111,157,111157
991,111,158,111158
992,111,159,111159
993,111,160,111160
994,111,161,111161
995,111,162,111162
996,111,163,111163
997,111,164,111164
998,111,165,111165
999,111,166,111166
1000,111,167,111167
1001,111,168,111168
1002,111,169,111169
1003,111,170,111170
1004,111,171,111171
1005,111,172,111172
1006,111,173,111173
1007,111,174,111174
1008,111,175,111175
1009,111,176,111176
1010,111,177,111177
1011,111,178,111178
1012,111,179,111179
1013,111,180,111180
1014,111,181,111181
1015,111,182,111182
1016,111,183,111183
1017,111,184,111184
1018,111,185,111185
1019,111,186,111186
1020,111,187,111187
1021,111,188,111188
1022,111,189,111189
1023,111,190,111190
1024,111,191,111191
1025,111,192,111192
1026,111,193,111193
1027,111,194,111194
1028,111,195,111195
1029,111,196,111196
1030,111,197,111197
1031,111,198,111198
1032,111,199,111199
1033,111,200,111200
1034,112,113,112113
1035,112,114,112114
1036,112,115,112115
1037,112,116,112116
1038,112,117,112117
1039,112,118,112118
1040,112,119,112119
1041,112,120,112120
1042,112,121,112121
1043,112,122,112122
1044,112,123,112123
1045,112,124,112124
1046,112,125,112125
1047,112,126,112126
1048,112,127,112127
1049,112,128,112128
1050,112,129,112129
1051,112,130,112130
1052,112,131,112131
1053,112,132,112132
1054,112,133,112133
1055,112,134,112134
1056,112,135,112135
1057,112,136,112136
1058,112,137,112137
1059,112,138,112138
1060,112,139,112139
1061,112,140,112140
1062,112,141,112141
1063,112,142,112142
1064,112,143,112143
1065,112,144,112144
1066,112,145,112145
1067,112,146,112146
1068,112,147,112147
1069,112,148,112148
1070,112,149,112149
1071,112,150,112150
1072,112,151,112151
1073,112,152,112152
1074,112,153,112153
1075,112,154,112154
1076,112,155,112155
1077,112,156,112156
1078,112,157,112157
1079,112,158,112158
1080,112,159,112159
1081,112,160,112160
1082,112,161,112161
1083,112,162,112162
1084,112,163,112163
1085,112,164,112164
1086,112,165,112165
1087,112,166,112166
1088,112,167,112167
1089,112,168,112168
1090,112,169,112169
1091,112,170,112170
1092,112,171,112171
1093,112,172,112172
1094,112,173,112173
1095,112,174,112174
1096,112,175,112175
1097,112,176,112176
1098,112,177,112177
1099,112,178,112178
1100,112,179,112179
1101,112,180,112180
1102,112,181,112181
1103,112,182,112182
1104,112,183,112183
1105,112,184,112184
1106,112,185,112185
1107,112,186,112186
1108,112,187,112187
1109,112,188,112188
1110,112,189,112189
1111,112,190,112190
1112,112,191,112191
1113,112,192,112192
1114,112,193,112193
1115,112,194,112194
1116,112,195,112195
1117,112,196,112196
1118,112,197,112197
1119,112,198,112198
1120,112,199,112199
1121,112,200,112200
1122,113,114,113114
1123,113,115,113115
1124,113,116,113116
1125,113,117,113117
1126,113,118,113118
1127,113,119,113119
1128,113,120,113120
1129,113,121,113121
1130,113,122,113122
1131,113,123,113123
1132,113,124,113124
1133,113,125,113125
1134,113,126,113126
1135,113,127,113127
1136,113,128,113128
1137,113,129,113129
1138,113,130,113130
1139,113,131,113131
1140,113,132,113132
1141,113,133,113133
1142,113,134,113134
1143,113,135,113135
1144,113,136,113136
1145,113,137,113137
1146,113,138,113138
1147,113,139,113139
1148,113,140,113140
1149,113,141,113141
1150,113,142,113142
1151,113,143,113143
1152,113,144,113144
1153,113,145,113145
1154,113,146,113146
1155,113,147,113147
1156,113,148,113148
1157,113,149,113149
1158,113,150,113150
1159,113,151,113151
1160,113,152,113152
1161,113,153,113153
1162,113,154,113154
1163,113,155,113155
1164,113,156,113156
1165,113,157,113157
1166,113,158,113158
1167,113,159,113159
1168,113,160,113160
1169,113,161,113161
1170,113,162,113162
1171,113,163,113163
1172,113,164,113164
1173,113,165,113165
1174,113,166,113166
1175,113,167,113167
1176,113,168,113168
1177,113,169,113169
1178,113,170,113170
1179,113,171,113171
1180,113,172,113172
1181,113,173,113173
1182,113,174,113174
1183,113,175,113175
1184,113,176,113176
1185,113,177,113177
1186,113,178,113178
1187,113,179,113179
1188,113,180,113180
1189,113,181,113181
1190,113,182,113182
1191,113,183,113183
1192,113,184,113184
1193,113,185,113185
1194,113,186,113186
1195,113,187,113187
1196,113,188,113188
1197,113,189,113189
1198,113,190,113190
1199,113,191,113191
1200,113,192,113192
1201,113,193,113193
1202,113,194,113194
1203,113,195,113195
1204,113,196,113196
1205,113,197,113197
1206,113,198,113198
1207,113,199,113199
1208,113,200,113200
1209,114,115,114115
1210,114,116,114116
1211,114,117,114117
1212,114,118,114118
1213,114,119,114119
1214,114,120,114120
1215,114,121,114121
1216,114,122,114122
1217,114,123,114123
1218,114,124,114124
1219,114,125,114125
1220,114,126,114126
1221,114,127,114127
1222,114,128,114128
1223,114,129,114129
1224,114,130,114130
1225,114,131,114131
1226,114,132,114132
1227,114,133,114133
1228,114,134,114134
1229,114,135,114135
1230,114,136,114136
1231,114,137,114137
1232,114,138,114138
1233,114,139,114139
1234,114,140,114140
1235,114,141,114141
1236,114,142,114142
1237,114,143,114143
1238,114,144,114144
1239,114,145,114145
1240,114,146,114146
1241,114,147,114147
1242,114,148,114148
1243,114,149,114149
1244,114,150,114150
1245,114,151,114151
1246,114,152,114152
1247,114,153,114153
1248,114,154,114154
1249,114,155,114155
1250,114,156,114156
1251,114,157,114157
1252,114,158,114158
1253,114,159,114159
1254,114,160,114160
1255,114,161,114161
1256,114,162,114162
1257,114,163,114163
1258,114,164,114164
1259,114,165,114165
1260,114,166,114166
1261,114,167,114167
1262,114,168,114168
1263,114,169,114169
1264,114,170,114170
1265,114,171,114171
1266,114,172,114172
1267,114,173,114173
1268,114,174,114174
1269,114,175,114175
1270,114,176,114176
1271,114,177,114177
1272,114,178,114178
1273,114,179,114179
1274,114,180,114180
1275,114,181,114181
1276,114,182,114182
1277,114,183,114183
1278,114,184,114184
1279,114,185,114185
1280,114,186,114186
1281,114,187,114187
1282,114,188,114188
1283,114,189,114189
1284,114,190,114190
1285,114,191,114191
1286,114,192,114192
1287,114,193,114193
1288,114,194,114194
1289,114,195,114195
1290,114,196,114196
1291,114,197,114197
1292,114,198,114198
1293,114,199,114199
1294,114,200,114200
1295,115,116,115116
1296,115,117,115117
1297,115,118,115118
1298,115,119,115119
1299,115,120,115120
1300,115,121,115121
1301,115,122,115122
1302,115,123,115123
1303,115,124,115124
1304,115,125,115125
1305,115,126,115126
1306,115,127,115127
1307,115,128,115128
1308,115,129,115129
1309,115,130,115130
1310,115,131,115131
1311,115,132,115132
1312,115,133,115133
1313,115,134,115134
1314,115,135,115135
1315,115,136,115136
1316,115,137,115137
1317,115,138,115138
1318,115,139,115139
1319,115,140,115140
1320,115,141,115141
1321,115,142,115142
1322,115,143,115143
1323,115,144,115144
1324,115,145,115145
1325,115,146,115146
1326,115,147,115147
1327,115,148,115148
1328,115,149,115149
1329,115,150,115150
1330,115,151,115151
1331,115,152,115152
1332,115,153,115153
1333,115,154,115154
1334,115,155,115155
1335,115,156,115156
1336,115,157,115157
1337,115,158,115158
1338,115,159,115159
1339,115,160,115160
1340,115,161,115161
1341,115,162,115162
1342,115,163,115163
1343,115,164,115164
1344,115,165,115165
1345,115,166,115166
1346,115,167,115167
1347,115,168,115168
1348,115,169,115169
1349,115,170,115170
1350,115,171,115171
1351,115,172,115172
1352,115,173,115173
1353,115,174,115174
1354,115,175,115175
1355,115,176,115176
1356,115,177,115177
1357,115,178,115178
1358,115,179,115179
1359,115,180,115180
1360,115,181,115181
1361,115,182,115182
1362,115,183,115183
1363,115,184,115184
1364,115,185,115185
1365,115,186,115186
1366,115,187,115187
1367,115,188,115188
1368,115,189,115189
1369,115,190,115190
1370,115,191,115191
1371,115,192,115192
1372,115,193,115193
1373,115,194,115194
1374,115,195,115195
1375,115,196,115196
1376,115,197,115197
1377,115,198,115198
1378,115,199,115199
1379,115,200,115200
1380,116,117,116117
1381,116,118,116118
1382,116,119,116119
1383,116,120,116120
1384,116,121,116121
1385,116,122,116122
1386,116,123,116123
1387,116,124,116124
1388,116,125,116125
1389,116,126,116126
1390,116,127,116127
1391,116,128,116128
1392,116,129,116129
1393,116,130,116130
1394,116,131,116131
1395,116,132,116132
1396,116,133,116133
1397,116,134,116134
1398,116,135,116135
1399,116,136,116136
1400,116,137,116137
1401,116,138,116138
1402,116,139,116139
1403,116,140,116140
1404,116,141,116141
1405,116,142,116142
1406,116,143,116143
1407,116,144,116144
1408,116,145,116145
1409,116,146,116146
1410,116,147,116147
1411,116,148,116148
1412,116,149,116149
1413,116,150,116150
1414,116,151,116151
1415,116,152,116152
1416,116,153,116153
1417,116,154,116154
1418,116,155,116155
1419,116,156,116156
1420,116,157,116157
1421,116,158,116158
1422,116,159,116159
1423,116,160,116160
1424,116,161,116161
1425,116,162,116162
1426,116,163,116163
1427,116,164,116164
1428,116,165,116165
1429,116,166,116166
1430,116,167,116167
1431,116,168,116168
1432,116,169,116169
1433,116,170,116170
1434,116,171,116171
1435,116,172,116172
1436,116,173,116173
1437,116,174,116174
1438,116,175,116175
1439,116,176,116176
1440,116,177,116177
1441,116,178,116178
1442,116,179,116179
1443,116,180,116180
1444,116,181,116181
1445,116,182,116182
1446,116,183,116183
1447,116,184,116184
1448,116,185,116185
1449,116,186,116186
1450,116,187,116187
1451,116,188,116188
1452,116,189,116189
1453,116,190,116190
1454,116,191,116191
1455,116,192,116192
1456,116,193,116193
1457,116,194,116194
1458,116,195,116195
1459,116,196,116196
1460,116,197,116197
1461,116,198,116198
1462,116,199,116199
1463,116,200,116200
1464,117,118,117118
1465,117,119,117119
1466,117,120,117120
1467,117,121,117121
1468,117,122,117122
1469,117,123,117123
1470,117,124,117124
1471,117,125,117125
1472,117,126,117126
1473,117,127,117127
1474,117,128,117128
1475,117,129,117129
1476,117,130,117130
1477,117,131,117131
1478,117,132,117132
1479,117,133,117133
1480,117,134,117134
1481,117,135,117135
1482,117,136,117136
1483,117,137,117137
1484,117,138,117138
1485,117,139,117139
1486,117,140,117140
1487,117,141,117141
1488,117,142,117142
1489,117,143,117143
1490,117,144,117144
1491,117,145,117145
1492,117,146,117146
1493,117,147,117147
1494,117,148,117148
1495,117,149,117149
1496,117,150,117150
